Epoch,Train_RMSE_%,Val_RMSE_%,Test_RMSE_%
5,36.92746519217292,41.31931237613453,34.98305290332739
10,28.224675256697857,29.07247251622817,25.051550187926363
15,21.64286439058342,24.436180787927963,19.847196164338484
20,20.045993624272025,19.80170788484461,15.314701605534207
25,18.715724345764826,17.363130681654987,14.038680228634156
30,18.59484804914297,21.695904900045957,16.145259663678598
35,14.566729526485034,15.147222238428453,9.714471761731135
40,17.04510609222023,17.843948027666876,14.070879397184953
45,15.386928530555823,15.358590911416446,13.122679655102717
50,13.02926602215932,13.325872589560117,8.664486677750297
55,12.892133117807802,12.256192039040958,10.679443165875863
60,14.461416539815822,15.540928223553825,11.594619170479152
65,12.868040698039293,13.596733485951143,7.037251396455627
70,11.370794308424431,10.889967862297507,7.727244390957598
75,12.25519095179379,15.458792686462402,9.394568553869275
80,11.152578746469077,12.290042933295755,9.650763573853865
85,12.287610879144164,16.070165578056784,11.72141202290853
90,13.189454564197034,15.301476983463063,8.217011479363926
95,10.643460893891548,10.596760974210852,7.587463724440423
100,10.247635959927502,14.942703134873334,14.17788885641789
105,11.136718879849099,11.202769952661852,8.761615746263145
110,9.915262465485675,13.626026321859921,7.1921123490817305
115,10.966766241035392,13.600278293385225,7.996409658072651
120,9.958481422104688,12.532609490787282,10.932024416716203
125,11.606609262838173,13.081443506128648,9.236499178236809
130,9.02938754267597,9.603342981899486,7.34159130981003
135,7.781902994180204,9.682500951430377,6.871500803076702
140,8.638874938144927,12.532440914827234,8.683078641476838
145,7.159486543936808,11.910891813390394,6.6566117259039395
150,6.380223919567949,11.978486061096191,8.060165073560631
155,6.429252885947028,11.420567175921272,6.579146654709525
160,6.164638728609067,10.978633347679587,6.039860331493875
165,5.0408556969439395,10.004183516782874,8.163187351779662
