Epoch,Train_RMSE_%,Val_RMSE_%,Test_RMSE_%
5,37.873409271240234,37.94198406443876,39.716059292063996
10,31.924216426502575,31.18137898164637,36.022646960090185
15,21.645543323863638,24.08135980718276,30.553934209487018
20,17.516276203502308,11.208489866817699,20.625000785378848
25,17.641639137268065,13.578483693739948,22.908723270191867
30,16.78839745955034,11.122105991139131,18.394304219414206
35,15.330330328507857,7.1237415706410125,19.665005179012525
40,14.206858132102273,9.60386957841761,19.60051143870634
45,13.608673338456587,12.311139387242934,19.275427986593808
50,13.792852713844994,6.603758335113525,19.09604532578412
55,13.838597679138184,15.326830583460191,22.734035660238828
60,12.523229425603693,4.410480499267578,16.008411463569193
65,13.60010310086337,9.389863631304573,21.098583445829505
70,12.21810068650679,7.068812482497272,16.296022190767175
75,13.488042449951172,10.38247574076933,20.882880210876465
80,11.23084551637823,5.7809099870569565,13.288106862236472
85,11.39771184054288,5.290041530833525,14.619161325342516
90,9.898171559247103,7.7325497515061326,13.54350331250359
95,12.390544180436567,7.016161301556756,13.415284689734964
