Epoch,Train_RMSE_%,Val_RMSE_%,Test_RMSE_%
5,38.66245567711601,31.821474324101988,39.59167358840721
10,30.61582793632563,28.008057027623273,33.919518954512
15,23.14223148874993,22.71118794316831,33.87037852190543
20,19.7284802346334,15.810092870739924,26.961294312408004
25,19.73323101544902,14.037143790203592,27.275311069212098
30,18.176313497724323,15.8645348617996,24.162031533061594
35,16.65459197107023,13.641986072927281,26.165994782378707
40,17.252869139622597,14.145490964253744,31.226434514142465
45,15.152067128759231,11.631420605424521,23.70677992226421
50,13.877381004556252,12.073172894077025,26.74380459992782
55,16.58337243630068,12.10803709168365,26.63629664545474
60,14.143756817727194,11.944780135500258,25.021862168242965
65,14.14988400814307,12.214949822080309,27.85600349868553
70,13.533694211583938,11.863108462181644,26.63772085438604
75,13.061186588593642,11.994197769441467,25.55651977096779
80,12.302273597160395,11.883260574893676,26.59372736060101
