,Reaction_original_index,substrate,substrate_id,boronreagent,boronreagent_id,ligand,ligand_id,axial_chirality,yield,%top
810,2735,CC(C)(C)OC(=O)/C=C1/C(=O)N(Cc2ccccc2)c2ccccc21,190,OB(O)c1ccccc1,7,C12=CC=CC=C1C=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=C2C5=C(C=CC=C6)C6=CC=C5P(C7=CC=CC=C7)C8=CC=CC=C8,L1.1,R,93.0,6.0
811,2736,CC(C)(C)OC(=O)/C=C1/C(=O)N(Cc2ccccc2)c2ccccc21,190,OB(O)c1ccccc1,7,C12=CC=CC=C1C=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=C2C5=C(C=CC=C6)C6=CC=C5P(C7=CC=CC=C7)C8=CC=CC=C8,L1.1,R,98.0,6.0
812,2737,CC(C)(C)OC(=O)/C=C1/C(=O)N(Cc2ccccc2)c2ccccc21,190,OB(O)c1ccccc1,7,C12=CC=CC=C1C=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=C2C5=C(C=CC=C6)C6=CC=C5P(C7=CC=CC=C7)C8=CC=CC=C8,L1.1,R,95.0,6.0
813,2738,CC(C)(C)OC(=O)/C=C1/C(=O)N(Cc2ccccc2)c2ccccc21,190,OB(O)c1ccccc1,7,C12=CC=CC=C1C=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=C2C5=C(C=CC=C6)C6=CC=C5P(C7=CC=CC=C7)C8=CC=CC=C8,L1.1,R,10.0,8.5
814,2739,CC(C)(C)OC(=O)/C=C1/C(=O)N(Cc2ccccc2)c2ccccc21,190,OB(O)c1ccccc1,7,C12=CC=CC=C1C=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=C2C5=C(C=CC=C6)C6=CC=C5P(C7=CC=CC=C7)C8=CC=CC=C8,L1.1,R,15.0,15.0
815,2740,CC(C)(C)OC(=O)/C=C1/C(=O)N(Cc2ccccc2)c2ccccc21,190,OB(O)c1ccccc1,7,C12=CC=CC=C1C=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=C2C5=C(C=CC=C6)C6=CC=C5P(C7=CC=CC=C7)C8=CC=CC=C8,L1.1,R,80.0,11.0
816,2741,CC(C)(C)OC(=O)/C=C1/C(=O)N(Cc2ccccc2)c2ccccc21,190,OB(O)c1ccccc1,7,C12=CC=CC=C1C=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=C2C5=C(C=CC=C6)C6=CC=C5P(C7=CC=CC=C7)C8=CC=CC=C8,L1.1,R,83.0,14.0
817,2742,CC(C)(C)OC(=O)/C=C1/C(=O)N(Cc2ccccc2)c2ccccc21,190,OB(O)c1ccccc1,7,C12=CC=CC=C1C=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=C2C5=C(C=CC=C6)C6=CC=C5P(C7=CC=CC=C7)C8=CC=CC=C8,L1.1,R,95.0,10.0
818,2743,CC(C)(C)OC(=O)/C=C1/C(=O)N(Cc2ccccc2)c2ccccc21,190,OB(O)c1ccccc1,7,C12=CC=CC=C1C=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=C2C5=C(C=CC=C6)C6=CC=C5P(C7=CC=CC=C7)C8=CC=CC=C8,L1.1,R,90.0,9.0
819,2744,CC(C)(C)OC(=O)/C=C1/C(=O)N(Cc2ccccc2)c2ccccc21,190,OB(O)c1ccccc1,7,C12=CC=CC=C1C=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=C2C5=C(C=CC=C6)C6=CC=C5P(C7=CC=CC=C7)C8=CC=CC=C8,L1.1,R,94.0,9.5
820,2745,CC(C)(C)OC(=O)/C=C1/C(=O)N(Cc2ccccc2)c2ccccc21,190,OB(O)c1ccccc1,7,C12=CC=CC=C1C=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=C2C5=C(C=CC=C6)C6=CC=C5P(C7=CC=CC=C7)C8=CC=CC=C8,L1.1,R,56.0,8.5
821,2746,CC(C)(C)OC(=O)/C=C1/C(=O)N(Cc2ccccc2)c2ccccc21,190,COc1cccc(B(O)O)c1,18,C12=CC=CC=C1C=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=C2C5=C(C=CC=C6)C6=CC=C5P(C7=CC=CC=C7)C8=CC=CC=C8,L1.1,R,97.0,9.5
822,2747,CC(C)(C)OC(=O)/C=C1/C(=O)N(Cc2ccccc2)c2ccccc21,190,OB(O)c1cccc(Cl)c1,8,C12=CC=CC=C1C=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=C2C5=C(C=CC=C6)C6=CC=C5P(C7=CC=CC=C7)C8=CC=CC=C8,L1.1,R,96.0,5.0
823,2748,CC(C)(C)OC(=O)/C=C1/C(=O)N(Cc2ccccc2)c2ccccc21,190,Cc1ccc(B(O)O)cc1,12,C12=CC=CC=C1C=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=C2C5=C(C=CC=C6)C6=CC=C5P(C7=CC=CC=C7)C8=CC=CC=C8,L1.1,R,97.0,4.5
824,2749,CC(C)(C)OC(=O)/C=C1/C(=O)N(Cc2ccccc2)c2ccccc21,190,CC(C)(C)c1ccc(B(O)O)cc1,20,C12=CC=CC=C1C=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=C2C5=C(C=CC=C6)C6=CC=C5P(C7=CC=CC=C7)C8=CC=CC=C8,L1.1,R,98.0,7.0
825,2750,CC(C)(C)OC(=O)/C=C1/C(=O)N(Cc2ccccc2)c2ccccc21,190,COc1ccc(B(O)O)cc1,10,C12=CC=CC=C1C=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=C2C5=C(C=CC=C6)C6=CC=C5P(C7=CC=CC=C7)C8=CC=CC=C8,L1.1,R,98.0,7.0
826,2751,CC(C)(C)OC(=O)/C=C1/C(=O)N(Cc2ccccc2)c2ccccc21,190,OB(O)c1ccc(F)cc1,21,C12=CC=CC=C1C=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=C2C5=C(C=CC=C6)C6=CC=C5P(C7=CC=CC=C7)C8=CC=CC=C8,L1.1,R,99.0,6.0
827,2752,CC(C)(C)OC(=O)/C=C1/C(=O)N(Cc2ccccc2)c2ccccc21,190,OB(O)c1ccc(Cl)cc1,22,C12=CC=CC=C1C=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=C2C5=C(C=CC=C6)C6=CC=C5P(C7=CC=CC=C7)C8=CC=CC=C8,L1.1,R,98.0,6.0
828,2753,CC(C)(C)OC(=O)/C=C1/C(=O)N(Cc2ccccc2)c2cccc(Br)c21,191,OB(O)c1ccccc1,7,C12=CC=CC=C1C=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=C2C5=C(C=CC=C6)C6=CC=C5P(C7=CC=CC=C7)C8=CC=CC=C8,L1.1,R,86.0,25.0
829,2754,CC(C)(C)OC(=O)/C=C1/C(=O)N(Cc2ccccc2)c2ccc(Cl)cc21,192,OB(O)c1ccccc1,7,C12=CC=CC=C1C=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=C2C5=C(C=CC=C6)C6=CC=C5P(C7=CC=CC=C7)C8=CC=CC=C8,L1.1,R,96.0,11.0
830,2755,CC(C)(C)OC(=O)/C=C1/C(=O)N(Cc2ccccc2)c2ccc(Br)cc21,193,OB(O)c1ccccc1,7,C12=CC=CC=C1C=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=C2C5=C(C=CC=C6)C6=CC=C5P(C7=CC=CC=C7)C8=CC=CC=C8,L1.1,R,99.0,11.0
831,2756,C/C=C/C(=O)Nc1ccc(C)cc1,194,COc1ccc([B-]23OCC(C)(CO2)CO3)cn1.[Li+],82,C12=CC=CC=C1C=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=C2C5=C(C=CC=C6)C6=CC=C5P(C7=CC=CC=C7)C8=CC=CC=C8,L1.18,S,83.0,9.0
832,2757,CC(C)(C)OC(=O)N1CC=CC1=O,163,CC(C)=C[B-](F)(F)F.[K+],131,C12=CC=CC=C1C=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=C2C5=C(C=CC=C6)C6=CC=C5P(C7=CC=CC=C7)C8=CC=CC=C8,L1.1,R,8.0,38.5
833,2758,CC(C)(C)OC(=O)N1CC=CC1=O,163,CC(C)=C[B-](F)(F)F.[K+],131,C12=CC=CC=C1C=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=C2C5=C(C=CC=C6)C6=CC=C5P(C7=CC=CC=C7)C8=CC=CC=C8,L1.18,S,4.0,23.5
834,2759,CC(C)(C)OC(=O)N1CC=CC1=O,163,CC(C)=C[B-](F)(F)F.[K+],131,COC(C=CC=C1P(C2=CC=CC=C2)C3=CC=CC=C3)=C1C4=C(P(C5=CC=CC=C5)C6=CC=CC=C6)C=CC=C4OC,L1.38,R,4.0,45.5
835,2783,C/C=C/P(=O)(OC)OC,195,c1ccc(B2OB(c3ccccc3)OB(c3ccccc3)O2)cc1,13,C12=CC=CC=C1C=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=C2C5=C(C=CC=C6)C6=CC=C5P(C7=CC=CC=C7)C8=CC=CC=C8,L1.18,S,96.0,97.0
836,2784,C/C=C/P(=O)(OCC)OCC,196,OB(O)c1ccccc1,7,C12=CC=CC=C1C=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=C2C5=C(C=CC=C6)C6=CC=C5P(C7=CC=CC=C7)C8=CC=CC=C8,L1.18,S,44.0,92.0
837,2785,C/C=C/P(=O)(OCC)OCC,196,c1ccc(B2OB(c3ccccc3)OB(c3ccccc3)O2)cc1,13,C12=CC=CC=C1C=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=C2C5=C(C=CC=C6)C6=CC=C5P(C7=CC=CC=C7)C8=CC=CC=C8,L1.18,S,94.0,98.0
838,2786,C/C=C/P(=O)(OCC)OCC,196,COc1cccc(B2OB(c3cccc(OC)c3)OB(c3cccc(OC)c3)O2)c1,42,C12=CC=CC=C1C=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=C2C5=C(C=CC=C6)C6=CC=C5P(C7=CC=CC=C7)C8=CC=CC=C8,L1.18,S,81.0,97.5
839,2787,C/C=C/P(=O)(OCC)OCC,196,Clc1cccc(B2OB(c3cccc(Cl)c3)OB(c3cccc(Cl)c3)O2)c1,45,C12=CC=CC=C1C=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=C2C5=C(C=CC=C6)C6=CC=C5P(C7=CC=CC=C7)C8=CC=CC=C8,L1.18,S,61.0,98.0
840,2788,C/C=C/P(=O)(OCC)OCC,196,Cc1ccc(B(O)O)cc1,12,C12=CC=CC=C1C=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=C2C5=C(C=CC=C6)C6=CC=C5P(C7=CC=CC=C7)C8=CC=CC=C8,L1.18,S,43.0,93.0
841,2789,C/C=C/P(=O)(OCC)OCC,196,Cc1ccc(B2OB(c3ccc(C)cc3)OB(c3ccc(C)cc3)O2)cc1,27,C12=CC=CC=C1C=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=C2C5=C(C=CC=C6)C6=CC=C5P(C7=CC=CC=C7)C8=CC=CC=C8,L1.18,S,84.0,97.5
842,2790,C/C=C/P(=O)(OCC)OCC,196,Cc1ccc(B2OB(c3ccc(C)cc3)OB(c3ccc(C)cc3)O2)cc1,27,CC1=CC(P(C2=C(C3=CC=CC=C3C=C2)C4=C5C=CC=CC5=CC=C4P(C6=CC=CC=C6)C7=CC=CC=C7)C8=CC(C)=C(C(C)=C8)OC)=CC(C)=C1OC,L1.20,S,88.0,98.0
843,2791,C/C=C/P(=O)(OCC)OCC,196,FC(F)(F)c1ccc(B2OB(c3ccc(C(F)(F)F)cc3)OB(c3ccc(C(F)(F)F)cc3)O2)cc1,132,C12=CC=CC=C1C=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=C2C5=C(C=CC=C6)C6=CC=C5P(C7=CC=CC=C7)C8=CC=CC=C8,L1.18,S,64.0,98.0
844,2792,C/C=C/P(=O)(OCC)OCC,196,c1ccc2cc(B3OB(c4ccc5ccccc5c4)OB(c4ccc5ccccc5c4)O3)ccc2c1,65,C12=CC=CC=C1C=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=C2C5=C(C=CC=C6)C6=CC=C5P(C7=CC=CC=C7)C8=CC=CC=C8,L1.18,S,89.0,94.5
845,2793,C/C=C/P(=O)(OCC)OCC,196,c1ccc2cc(B3OB(c4ccc5ccccc5c4)OB(c4ccc5ccccc5c4)O3)ccc2c1,65,CC1=CC(P(C2=C(C3=CC=CC=C3C=C2)C4=C5C=CC=CC5=CC=C4P(C6=CC=CC=C6)C7=CC=CC=C7)C8=CC(C)=C(C(C)=C8)OC)=CC(C)=C1OC,L1.20,S,92.0,95.5
846,2794,C/C=C\P(=O)(OCC)OCC,197,c1ccc(B2OB(c3ccccc3)OB(c3ccccc3)O2)cc1,13,C12=CC=CC=C1C=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=C2C5=C(C=CC=C6)C6=CC=C5P(C7=CC=CC=C7)C8=CC=CC=C8,L1.18,S,96.0,95.5
847,2795,C/C=C\P(=O)(OCC)OCC,197,c1ccc(B2OB(c3ccccc3)OB(c3ccccc3)O2)cc1,13,C12=CC=CC=C1C=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=C2C5=C(C=CC=C6)C6=CC=C5P(C7=CC=CC=C7)C8=CC=CC=C8,L1.18,S,23.0,98.5
848,2796,C/C=C\P(=O)(OCC)OCC,197,c1ccc(B2OB(c3ccccc3)OB(c3ccccc3)O2)cc1,13,CC1=CC(P(C2=C(C3=CC=CC=C3C=C2)C4=C5C=CC=CC5=CC=C4P(C6=CC=CC=C6)C7=CC=CC=C7)C8=CC(C)=C(C(C)=C8)OC)=CC(C)=C1OC,L1.20,S,98.0,96.0
849,2797,C/C=C/P(=O)(Oc1ccccc1)Oc1ccccc1,198,c1ccc(B2OB(c3ccccc3)OB(c3ccccc3)O2)cc1,13,C12=CC=CC=C1C=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=C2C5=C(C=CC=C6)C6=CC=C5P(C7=CC=CC=C7)C8=CC=CC=C8,L1.18,S,95.0,4.5
850,2798,C/C=C/P(=O)(Oc1ccccc1)Oc1ccccc1,198,c1ccc(B2OB(c3ccccc3)OB(c3ccccc3)O2)cc1,13,CC1=CC(P(C2=C(C3=CC=CC=C3C=C2)C4=C5C=CC=CC5=CC=C4P(C6=CC=CC=C6)C7=CC=CC=C7)C8=CC(C)=C(C(C)=C8)OC)=CC(C)=C1OC,L1.20,S,99.0,3.0
851,2800,CCC/C=C/P(=O)(OCC)OCC,199,c1ccc(B2OB(c3ccccc3)OB(c3ccccc3)O2)cc1,13,CC1=CC(P(C2=C(C3=CC=CC=C3C=C2)C4=C5C=CC=CC5=CC=C4P(C6=CC=CC=C6)C7=CC=CC=C7)C8=CC(C)=C(C(C)=C8)OC)=CC(C)=C1OC,L1.20,S,39.0,0.5
852,2805,O=[N+]([O-])C1=CCCC1,201,OB(O)c1ccccc1,7,C12=CC=CC=C1C=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=C2C5=C(C=CC=C6)C6=CC=C5P(C7=CC=CC=C7)C8=CC=CC=C8,L1.18,S,81.0,69.0
853,2806,O=[N+]([O-])C1=CCCC1,201,OB(O)c1ccccc1,7,C12=CC=CC=C1C=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=C2C5=C(C=CC=C6)C6=CC=C5P(C7=CC=CC=C7)C8=CC=CC=C8,L1.18,S,93.0,86.5
854,2807,CC(=O)OC1CCC=C1[N+](=O)[O-],202,OB(O)c1ccccc1,7,C12=CC=CC=C1C=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=C2C5=C(C=CC=C6)C6=CC=C5P(C7=CC=CC=C7)C8=CC=CC=C8,L1.18,S,40.0,58.5
855,2814,CCC/C=C(\C)[N+](=O)[O-],204,OB(O)c1ccccc1,7,C12=CC=CC=C1C=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=C2C5=C(C=CC=C6)C6=CC=C5P(C7=CC=CC=C7)C8=CC=CC=C8,L1.18,S,33.0,98.5
856,2815,CC(C)(C)OC(=O)N[C@@H](CC/C=C/[N+](=O)[O-])C(=O)OCc1ccccc1,205,OB(O)c1cccc(F)c1F,133,C12=CC=CC=C1C=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=C2C5=C(C=CC=C6)C6=CC=C5P(C7=CC=CC=C7)C8=CC=CC=C8,L1.18,S,96.0,93.0
857,2816,CC(C)(C)OC(=O)N[C@@H](CC/C=C/[N+](=O)[O-])C(=O)OCc1ccccc1,205,OB(O)c1cccc(F)c1F,133,C12=CC=CC=C1C=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=C2C5=C(C=CC=C6)C6=CC=C5P(C7=CC=CC=C7)C8=CC=CC=C8,L1.18,S,80.0,93.0
858,2817,CC(C)(C)OC(=O)N[C@@H](CC/C=C/[N+](=O)[O-])C(=O)OCc1ccccc1,205,OB(O)c1cccc(F)c1F,133,C12=CC=CC=C1C=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=C2C5=C(C=CC=C6)C6=CC=C5P(C7=CC=CC=C7)C8=CC=CC=C8,L1.1,R,76.0,7.0
859,2825,O=[N+]([O-])C1=CCCCC1,208,OB(O)c1ccccc1,7,C12=CC=CC=C1C=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=C2C5=C(C=CC=C6)C6=CC=C5P(C7=CC=CC=C7)C8=CC=CC=C8,L1.18,S,73.0,99.5
860,2826,O=[N+]([O-])C1=CCCCC1,208,OB(O)c1ccccc1,7,C12=CC=CC=C1C=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=C2C5=C(C=CC=C6)C6=CC=C5P(C7=CC=CC=C7)C8=CC=CC=C8,L1.18,S,42.0,99.5
861,2827,O=[N+]([O-])C1=CCCCC1,208,OB(O)c1ccccc1,7,C12=CC=CC=C1C=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=C2C5=C(C=CC=C6)C6=CC=C5P(C7=CC=CC=C7)C8=CC=CC=C8,L1.18,S,83.0,97.0
862,2828,O=[N+]([O-])C1=CCCCC1,208,OB(O)c1ccccc1,7,C12=CC=CC=C1C=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=C2C5=C(C=CC=C6)C6=CC=C5P(C7=CC=CC=C7)C8=CC=CC=C8,L1.18,S,18.0,96.0
863,2829,O=[N+]([O-])C1=CCCCC1,208,OB(O)c1ccccc1,7,C12=CC=CC=C1C=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=C2C5=C(C=CC=C6)C6=CC=C5P(C7=CC=CC=C7)C8=CC=CC=C8,L1.18,S,54.0,99.5
864,2830,O=[N+]([O-])C1=CCCCC1,208,OB(O)c1ccccc1,7,C12=CC=CC=C1C=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=C2C5=C(C=CC=C6)C6=CC=C5P(C7=CC=CC=C7)C8=CC=CC=C8,L1.18,S,79.0,99.0
865,2831,O=[N+]([O-])C1=CCCCC1,208,OB(O)c1ccccc1,7,C12=CC=CC=C1C=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=C2C5=C(C=CC=C6)C6=CC=C5P(C7=CC=CC=C7)C8=CC=CC=C8,L1.18,S,89.0,99.5
866,2832,O=[N+]([O-])C1=CCCCC1,208,OB(O)c1cccc(Cl)c1,8,C12=CC=CC=C1C=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=C2C5=C(C=CC=C6)C6=CC=C5P(C7=CC=CC=C7)C8=CC=CC=C8,L1.18,S,89.0,99.5
867,2833,O=[N+]([O-])C1=CCCCC1,208,Cc1ccc(B(O)O)cc1,12,C12=CC=CC=C1C=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=C2C5=C(C=CC=C6)C6=CC=C5P(C7=CC=CC=C7)C8=CC=CC=C8,L1.18,S,89.0,99.0
868,2834,O=[N+]([O-])C1=CCCCC1,208,OB(O)c1ccc(C(F)(F)F)cc1,9,C12=CC=CC=C1C=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=C2C5=C(C=CC=C6)C6=CC=C5P(C7=CC=CC=C7)C8=CC=CC=C8,L1.18,S,88.0,99.5
869,2835,O=[N+]([O-])C1=CCCCC1,208,OB(O)c1ccc2ccccc2c1,11,C12=CC=CC=C1C=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=C2C5=C(C=CC=C6)C6=CC=C5P(C7=CC=CC=C7)C8=CC=CC=C8,L1.18,S,84.0,99.0
870,2836,CC(=O)OC1CCCC=C1[N+](=O)[O-],209,OB(O)c1ccccc1,7,C12=CC=CC=C1C=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=C2C5=C(C=CC=C6)C6=CC=C5P(C7=CC=CC=C7)C8=CC=CC=C8,L1.1,R,20.0,3.0
871,2837,CC(=O)OC1CCCC=C1[N+](=O)[O-],209,OB(O)c1ccccc1,7,C12=CC=CC=C1C=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=C2C5=C(C=CC=C6)C6=CC=C5P(C7=CC=CC=C7)C8=CC=CC=C8,L1.1,R,55.0,1.5
872,2838,CC(=O)OC1CCCC=C1[N+](=O)[O-],209,OB(O)c1ccccc1,7,COC1=CC=C2C(C(C3=C(C=C(OC)C=C4)C4=CC=C3P(C5=CC=CC=C5)C6=CC=CC=C6)=C(P(C7=CC=CC=C7)C8=CC=CC=C8)C=C2)=C1,L1.6,R,43.0,1.5
873,2839,CC(=O)OC1CCCC=C1[N+](=O)[O-],209,OB(O)c1ccccc1,7,CCOC(C=C1)=CC(C1=CC=C2P(C3=CC=CC=C3)C4=CC=CC=C4)=C2C5=C(P(C6=CC=CC=C6)C7=CC=CC=C7)C=CC8=CC=C(OCC)C=C85,L1.7,R,51.0,3.0
874,2840,CC(=O)OC1CCCC=C1[N+](=O)[O-],209,OB(O)c1ccccc1,7,CCCOC(C=C1)=CC(C1=CC=C2P(C3=CC=CC=C3)C4=CC=CC=C4)=C2C5=C(P(C6=CC=CC=C6)C7=CC=CC=C7)C=CC8=CC=C(OCCC)C=C85,L1.8,R,48.0,5.0
875,2841,CC(=O)OC1CCCC=C1[N+](=O)[O-],209,OB(O)c1ccccc1,7,CC(C)OC(C=C1)=CC(C1=CC=C2P(C3=CC=CC=C3)C4=CC=CC=C4)=C2C5=C(P(C6=CC=CC=C6)C7=CC=CC=C7)C=CC8=CC=C(OC(C)C)C=C85,L1.9,R,36.0,2.5
876,2842,CC(=O)OC1CCCC=C1[N+](=O)[O-],209,OB(O)c1ccccc1,7,C12=CC=C3C(C(C4=C(C=C(OCCCCCCO2)C=C5)C5=CC=C4P(C6=CC=CC=C6)C7=CC=CC=C7)=C(P(C8=CC=CC=C8)C9=CC=CC=C9)C=C3)=C1,L1.10,R,44.0,7.0
877,2843,CC(=O)OC1CCCC=C1[N+](=O)[O-],209,OB(O)c1ccccc1,7,C12=CC=C3C(C(C4=C(C=C(OCCCCCCCCO2)C=C5)C5=CC=C4P(C6=CC=CC=C6)C7=CC=CC=C7)=C(P(C8=CC=CC=C8)C9=CC=CC=C9)C=C3)=C1,L1.11,R,36.0,1.5
878,2844,CC(=O)OC1CCCC=C1[N+](=O)[O-],209,OB(O)c1ccccc1,7,C12=CC=C3C(C(C4=C(C=C(OCCOCCO2)C=C5)C5=CC=C4P(C6=CC=CC=C6)C7=CC=CC=C7)=C(P(C8=CC=CC=C8)C9=CC=CC=C9)C=C3)=C1,L1.12,R,45.0,11.5
879,2845,CC(=O)OC1CCCC=C1[N+](=O)[O-],209,OB(O)c1ccccc1,7,C12=CC=C3C(C(C4=C(C=C(OCCOCCOCCO2)C=C5)C5=CC=C4P(C6=CC=CC=C6)C7=CC=CC=C7)=C(P(C8=CC=CC=C8)C9=CC=CC=C9)C=C3)=C1,L1.13,R,48.0,5.0
880,2846,CC(=O)OC1CCCC=C1[N+](=O)[O-],209,OB(O)c1ccccc1,7,C12=CC=CC=C1C=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=C2C5=C(C=CC=C6)C6=CC=C5P(C7=CC=CC=C7)C8=CC=CC=C8,L1.18,S,56.0,98.5
881,2847,CC(=O)OC1CCCC=C1[N+](=O)[O-],209,OB(O)c1ccccc1,7,C12=CC=CC=C1C=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=C2C5=C(C=CC=C6)C6=CC=C5P(C7=CC=CC=C7)C8=CC=CC=C8,L1.1,R,41.0,3.0
882,2848,CC(=O)OC1CCCC=C1[N+](=O)[O-],209,OB(O)c1ccccc1,7,C12=CC=CC=C1C=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=C2C5=C(C=CC=C6)C6=CC=C5P(C7=CC=CC=C7)C8=CC=CC=C8,L1.1,R,30.0,3.0
883,2849,CC(=O)OC1CCCC=C1[N+](=O)[O-],209,COc1cccc(B(O)O)c1,18,C12=CC=CC=C1C=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=C2C5=C(C=CC=C6)C6=CC=C5P(C7=CC=CC=C7)C8=CC=CC=C8,L1.18,S,58.0,98.0
884,2850,CC(=O)OC1CCCC=C1[N+](=O)[O-],209,Cc1ccc(B(O)O)cc1,12,C12=CC=CC=C1C=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=C2C5=C(C=CC=C6)C6=CC=C5P(C7=CC=CC=C7)C8=CC=CC=C8,L1.18,S,63.0,97.5
885,2851,CC(=O)OC1CCCC=C1[N+](=O)[O-],209,Cc1ccc(B(O)O)cc1,12,C12=CC=CC=C1C=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=C2C5=C(C=CC=C6)C6=CC=C5P(C7=CC=CC=C7)C8=CC=CC=C8,L1.18,S,67.0,95.0
886,2852,CC(=O)OC1CCCC=C1[N+](=O)[O-],209,OB(O)c1ccc(C(F)(F)F)cc1,9,C12=CC=CC=C1C=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=C2C5=C(C=CC=C6)C6=CC=C5P(C7=CC=CC=C7)C8=CC=CC=C8,L1.18,S,52.0,97.0
887,2853,CC(=O)OC1CCCC=C1[N+](=O)[O-],209,COc1ccc(B(O)O)cc1,10,C12=CC=CC=C1C=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=C2C5=C(C=CC=C6)C6=CC=C5P(C7=CC=CC=C7)C8=CC=CC=C8,L1.18,S,58.0,98.0
888,2854,CC(=O)OC1CCCC=C1[N+](=O)[O-],209,OB(O)c1ccc(F)cc1,21,C12=CC=CC=C1C=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=C2C5=C(C=CC=C6)C6=CC=C5P(C7=CC=CC=C7)C8=CC=CC=C8,L1.18,S,61.0,99.0
889,2855,CC(=O)OC1CCCC=C1[N+](=O)[O-],209,OB(O)c1ccc(Cl)cc1,22,C12=CC=CC=C1C=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=C2C5=C(C=CC=C6)C6=CC=C5P(C7=CC=CC=C7)C8=CC=CC=C8,L1.18,S,64.0,99.5
890,2856,CC(=O)OC1CCCC=C1[N+](=O)[O-],209,OB(O)c1ccc2c(c1)OCO2,74,C12=CC=CC=C1C=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=C2C5=C(C=CC=C6)C6=CC=C5P(C7=CC=CC=C7)C8=CC=CC=C8,L1.18,S,65.0,99.0
891,2857,CC(C)(C)C(=O)OC1CCCC=C1[N+](=O)[O-],210,OB(O)c1ccccc1,7,C12=CC=CC=C1C=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=C2C5=C(C=CC=C6)C6=CC=C5P(C7=CC=CC=C7)C8=CC=CC=C8,L1.1,R,30.0,2.5
