Epoch,Train_RMSE_%,Val_RMSE_%,Test_RMSE_%
5,37.17616173999557,40.59160403928895,31.785909316119024
10,28.635364852099254,32.577538144761235,23.844879262587604
15,23.84601731986513,30.879057676895805,20.103150984820196
20,19.701920024684217,26.612383635147758,16.922301909502814
25,17.58141444506758,25.641430979189664,14.225415566388298
30,19.646076490753117,22.85430145263672,15.107168758616728
35,17.083527333966586,22.14653357906618,14.206882813397575
40,19.003721742682117,25.171916685242582,16.35593874314252
45,15.820399413777613,17.44221662438434,12.872658841750201
50,15.150326004445228,19.926616530487504,13.825502059038948
55,15.469760182559599,17.059603317924168,15.160897198845358
60,13.989576047886915,15.267199599224588,15.597606883329505
65,14.630022446748772,20.490050080893695,14.802736282348633
70,13.91616590253208,14.166297636170318,14.593256557688994
75,13.557498448967717,18.235979826554008,14.257354624131146
80,12.483981078656862,14.213533753934113,12.603369937223547
85,13.05903883015089,21.20470950914466,12.971015481387868
90,11.702658257197813,12.217870608620021,13.338757178362679
95,12.146544902919636,18.83379792476046,11.569514386794147
100,13.370763272318467,17.494252882141996,13.82886291952694
105,13.879857065030569,13.267564082491225,15.082693324369544
110,12.01295494642414,15.045994330143582,13.775358200073242
115,10.498761472371974,14.78052230503248,14.4726520987118
120,11.591070666773506,12.222643893697988,12.395912394804114
125,11.32350414741669,14.871613032575967,12.962531033684225
