Epoch,Train_RMSE_%,Val_RMSE_%,Test_RMSE_%
5,38.965087834935986,27.71272324824679,35.560605256453805
10,33.69052680913549,26.73762031223463,32.90156909002774
15,21.880238929804225,26.788295054781265,32.21134086277174
20,18.093155965317774,21.84906890426857,26.370276879573215
25,20.266608008503045,23.550706835760586,27.131268072819363
30,13.98420806522787,19.287540380505547,25.10547375333482
35,14.248333575951792,21.57063669398211,26.85715929667155
40,14.779628043627216,22.97951767410057,25.979768200197082
45,15.177495465661487,23.297498620074727,24.652972566908684
50,11.616521438542943,20.101644128992938,24.485612205837082
55,11.12864395823792,21.72202107526254,24.449961095616437
60,9.530859411197858,20.425800074701723,24.54832712809245
65,10.300772360641592,20.270419576893683,24.197771818741508
