Epoch,Train_RMSE_%,Val_RMSE_%,Test_RMSE_%
5,38.975681527687684,27.758774632992953,39.93560381903165
10,27.736952245670512,26.24449201943218,31.804544421209805
15,21.635157661716434,23.681555651236273,27.856935749883238
20,20.042392681985007,23.986869922582652,28.20404503310936
25,19.492561827610878,25.191902105359063,29.799067511074785
30,16.869807640131373,23.168408158896625,29.265138211457625
35,16.893268223226507,22.325692771137625,27.691377777984176
40,17.84746738767972,22.89109257684238,23.75073977484219
45,14.895838020491775,21.305081906525984,23.202673925869707
50,13.879387298639674,19.294153489928316,25.957155310589336
55,16.14703410211271,20.820126961970676,27.74625761612602
60,13.856786174495724,21.4772309013035,24.53398613307787
65,13.19583658232306,18.802421597466953,21.524930456410285
70,15.38257929530457,18.933229750481203,22.168609204499617
75,13.13758251440786,19.65673764546712,21.130387872889422
80,12.534845888179584,20.22632897418478,17.21900677335435
85,12.084165319039004,18.662539689437203,21.476357612057008
90,12.193049890281511,19.315156604932703,15.298742377239725
95,12.040123086776177,18.287856779236723,21.683927840080813
100,11.577307554927186,19.401344769242883,22.53058057591535
105,11.412989825227834,18.202808822410695,21.358175747636437
110,11.7290944635433,21.231371838113535,24.619607759558637
115,11.136919662030074,18.739595993705418,20.080039756885473
120,9.848896903713253,16.51197776241579,21.291299847589023
125,9.714373741706792,15.65930399687394,22.789824361386508
130,12.287292706705358,21.14526814999788,24.301157854605414
135,9.27349077698088,14.586062002873074,22.709111421004586
140,7.915795816992321,14.021146083223647,18.238964053167813
145,9.11674123262837,15.062365103459012,19.858613055685293
150,7.760971250325224,13.540375115214914,20.11785095325415
155,7.74872929510409,14.991714615752732,17.976507795029793
160,7.440068659121103,12.86312078393024,20.101511720297992
165,7.246459992262569,14.154880827751713,19.25150583792424
170,7.062360224062509,16.578164584394813,20.437135060628254
175,8.41860760041397,13.58612663158472,16.109684253084488
180,5.838635834464191,12.573569201040959,13.305698450060857
185,7.120315008789953,13.683208686718043,15.016137510106184
190,6.229287857556865,15.9796277474666,13.132926457170127
195,6.26149096454147,11.677809051845385,11.731162872867309
200,4.514294655653682,12.477826685145281,10.285044075786203
205,4.6595803716757,12.820603108060533,12.553465041561402
210,4.308910698786269,12.397355079650879,9.021042257115461
215,4.830596582732931,13.723500859910164,8.303233367809352
220,4.6432092868498644,11.968656954558,8.948914831963139
225,4.127460552828155,14.77707790982896,11.680352867513463
230,5.045090918993428,15.503504545792289,12.91852491489355
