Epoch,Train_RMSE_%,Val_RMSE_%,Test_RMSE_%
5,35.50256572785925,34.613931628241055,41.34302206600414
10,30.581800766547087,29.38435905567114,33.486295475679285
15,21.12088432034074,17.50833851358165,25.718005797442267
20,19.77483029530565,15.350176576255024,26.008322771857767
25,17.00436785963715,9.817157303077588,23.93777903388528
30,18.323045426596273,12.249051633088484,22.389527881846707
35,16.3288073478935,9.15579100622647,22.232175322139966
40,16.342673814144725,7.251861434051956,19.818350567537195
45,19.241283531397418,14.645143909730773,28.917115155388327
50,14.904430918354805,9.58636992910634,22.10522960214054
55,16.464899576426856,8.612762727599213,19.75167801800896
60,12.820706773976811,6.621125601340031,19.757742657380945
65,12.218948583133885,8.084441661834717,21.080973120296704
70,12.691183100632632,10.213083585103353,19.295334759880514
75,12.587971449332594,5.71363001284392,19.86333229962517
80,11.420497783980517,6.911913540052331,19.411151885986328
85,11.797201651693042,6.664166906605596,19.66627816592946
90,12.5587351422058,6.872594356536865,19.96110383202048
95,13.41186909423717,6.626030949578769,20.424768560072955
100,11.979618646625179,5.82283686209416,19.787827211267807
105,11.063463166328944,6.4406120811683545,19.719115874346564
110,11.720814499047284,5.802274717800859,19.45875773710363
