Epoch,Train_RMSE_%,Val_RMSE_%,Test_RMSE_%
5,38.84560853721452,35.87071294369905,32.3367243780606
10,33.64974518936046,32.94152926016545,30.79965737937153
15,23.6686505923306,31.620068812715836,25.078412512074348
20,21.296335067192132,28.711282868316207,19.882834614187047
25,18.87711378083612,25.856839304384977,16.459480990534242
30,15.467680440331897,26.605766959812332,15.766732775646707
35,14.393902367919031,26.859317668970082,19.317790349324543
40,16.001212447229094,27.732433899589207,19.363985020181406
45,16.090850078276475,27.044481830320496,19.935609928075817
50,11.41163461921859,26.57198098776997,20.819833340852156
55,12.501583537916197,25.76558862216231,19.14653934257618
60,9.219539955584672,26.50793935250545,21.133329723192297
65,10.667999852312743,24.57886839604032,16.29616724235424
70,8.945733070373535,25.061903718589008,15.236087840536367
75,8.103179583584305,24.75873701123224,19.2245143669239
80,8.346472705367708,24.52793726713761,19.97572019825811
85,8.726609703398099,25.97505848649619,15.841798049816187
90,8.722428099082334,25.01610833320065,20.36071630837261
95,8.01028797748315,24.319775982179504,20.095433912415434
100,6.516826782783452,25.077226362366606,20.10027191604393
105,7.521769154680906,26.63877702795941,20.259315794792727
110,6.891230478774022,22.890263350113578,19.19329914148303
115,6.128477942334475,24.03941389443218,18.917413531870082
120,6.1246032923677545,24.657852836277176,19.07559755574102
125,6.24934584903021,24.149167129958887,15.84832053253616
130,5.43706761833525,22.549541335175004,16.26415677001511
135,5.585660401922073,23.415018689805184,19.21608316725579
140,5.371279965351968,21.44899282593658,17.662180154219918
145,5.3628348434058415,21.72589437512384,17.809725540271703
150,6.304852179367177,24.09213848390441,19.636614840963613
155,5.486329358859654,22.53642621247665,16.950806272202644
160,5.019006433278105,22.186189900273863,17.419643650884215
165,5.4098524699245925,22.806850101636805,18.183881897857223
170,5.46532608992862,21.916578431060348,17.320415013078332
175,4.934057006000602,20.21865189593771,16.56902567545573
180,4.854674974497217,21.970735384070355,17.536226369332574
185,4.812188802844417,23.484806364861086,19.494303219560265
190,5.1618528435700135,24.332691137341484,16.58678132209225
195,5.163206657353979,23.88901986937592,15.597013998722684
200,4.874638459978312,22.150472806847613,18.035544879194617
205,4.161062599098595,23.027475412341133,15.600044056989145
210,3.9265582109019705,21.69790793156278,14.989342717156894
