Epoch,Train_RMSE_%,Val_RMSE_%,Test_RMSE_%
5,37.03395329668222,34.72184869517451,36.52914114559398
10,31.4767822654738,28.17671900210173,29.415552588070142
15,26.51786916416634,21.556942345439523,23.68800174488741
20,22.513896728473934,19.457025638525035,20.476226133458756
25,21.257391236518902,16.961636722951695,17.90220333548153
30,18.691995525186396,16.65357092152471,16.693937077241785
35,18.307103617378054,20.70837465922038,20.55046979118796
40,17.95306426362696,8.01020914575328,8.006990544936237
45,16.044347724845068,16.93227521924005,14.623136071597829
50,13.54097790709393,9.928805593131244,8.767840890323415
55,14.582543809122944,10.099786447442096,11.848027790293974
60,15.264837489102057,13.31565543188565,11.220916635849896
65,15.730001716231605,10.202541503353395,10.232945386101218
70,13.977259273737506,11.966592415519383,11.825378305771771
75,13.113886623000404,12.088304478189219,10.131863594055176
