Epoch,Train_RMSE_%,Val_RMSE_%,Test_RMSE_%
5,38.294613502933245,28.323739120925683,36.32188707239487
10,28.996401114541975,27.650560240814652,28.77094347336713
15,23.204625051529682,23.51868024079696,20.531588498283835
20,19.966392998269782,23.119607013204824,17.983593548045437
25,17.221648141551757,21.25116403552069,19.318058238309973
30,17.39914852760746,20.34920463009157,17.797169292674344
35,17.22793730230279,20.923229355742965,16.64587121851304
40,17.241347198277875,20.82328044504359,13.312037804547478
45,16.08622647026632,22.746946887693543,13.498014099457684
50,17.122830839104992,19.464780862780586,14.702729561749626
55,13.114219707218025,18.501851537953254,10.146917511435117
60,15.299326384219533,21.735203231590383,23.514819201301126
65,13.090575614262148,18.75150708184726,12.088890019585104
70,13.028085441102965,19.899761282879375,5.700196238125072
75,12.542559743578968,18.74432431096616,13.582237468046301
80,12.792367627711895,19.63327037424281,12.47650011848001
85,12.639078059483095,23.151592282281406,11.862138748168945
90,13.250495941912542,20.160333799279254,10.845249568714815
