Epoch,Train_RMSE_%,Val_RMSE_%,Test_RMSE_%
5,37.1007421038407,35.460955523062445,36.775798573213464
10,28.3856962756381,30.38007769377335,26.424723681281595
15,21.191047922075338,27.073672363723535,19.3697509765625
20,18.68733370282394,25.561850423398226,17.60691811056698
25,15.472922299077602,24.613004988518313,16.307019738590014
30,19.61813251134042,26.929690595986187,18.005333619959213
35,15.473044437137458,25.94853580861852,16.8547103545245
40,17.06042185854608,25.68476320349652,20.66740395041073
45,12.178000695067025,24.346867685732633,10.642086533939137
50,11.365591641549422,24.353023059126258,6.513982716728659
55,11.490945982802762,23.924789345782735,7.75284615684958
60,11.03043742171185,24.444842767024387,4.98933921140783
65,13.588297870858337,24.519363513891246,11.661584517535042
70,11.205226293678493,24.426039211991906,5.4633526661816765
75,9.7520077467399,24.098260962444805,4.822510396733003
80,9.693833146156075,23.871654759282652,9.877080524668974
85,8.821092228637584,23.440753826196644,6.541628388797536
90,9.348935384350831,24.00639926523402,4.883332280551686
95,10.013492000558989,22.93464854143668,7.5407396204331345
100,8.332545683900733,23.04246001312698,7.09197437061983
105,9.326103167021426,23.759084756823555,6.5364137817831605
110,8.45214891607427,23.01531982421875,6.458916748271269
115,7.4330239626010695,22.7316990175109,7.098261047812069
120,7.154197411459,21.373745213384215,5.060078354442821
125,8.524352848421247,22.706009242845617,5.015706819646499
130,6.362986364868386,22.196848966073297,7.311521137461943
135,7.60021455865523,21.35349732551022,7.918887306662167
140,5.933680916527364,20.48522658970045,8.265264791600844
145,8.120610004348617,22.681035166201383,5.537944471134859
150,6.735560903566565,21.64155866097713,5.802646230248844
155,6.2818608197141,18.21809647048729,6.634756088256836
160,5.11982111244688,19.10505775783373,6.951112663044649
165,8.563907328850584,24.932353945745938,12.177542321822223
170,6.770801168104772,17.40977132493171,7.6216069810530716
175,5.122907775781628,18.543197327765867,6.342540993409998
180,4.744256663192165,18.955064524774965,6.079094564213472
185,4.559316789734776,19.684116750523664,6.173589580199298
190,4.312796435503794,18.638021082117938,7.505272220162785
195,3.991020457557859,19.004426126894742,6.82561938902911
200,4.877283524511507,19.100029931552168,6.188110463759479
205,4.0233162608954425,19.72750973355943,6.319622656878303
