,ligand_C,ligand_C(=C)(C)C,ligand_C(C)C,ligand_C(C)=C,ligand_C(C)(C)C,ligand_C=1([C@H](CCC=1)C)CC,ligand_C(C(=C)C)C(=C)C,ligand_C(C=C)(=CC)CC,ligand_C(=CC=C)(C)C,ligand_C(C=C)=CC,ligand_C(C=CC)(C)=C,ligand_C1(=C[C@@H](CC1)C)C,ligand_[C@H]12C=C([C@H](C1)C=C2)C,ligand_C1[C@H]2C=C[C@@H]1C=C2,ligand_O,ligand_C=C,ligand_C(C)(C)(C)C,ligand_CC,ligand_C(O)(C)(C)C,ligand_O(C)C,ligand_CO,ligand_C(C=C)C,ligand_C(CC=C)(C)=C,ligand_C(C(C)C)(=CC)CC,ligand_C(C=C(C)C)(C)(C)C,ligand_[C@](C(C)=C)(CC)(C=C)C,ligand_C(C(=CC)CC)(C)(C)C,ligand_C(CC(C)C)(=C)C,ligand_C(CC)(C)C,ligand_C(C=C(C)C)(C)C,ligand_C([C@@H](C(=C)C)C=C)(O)(C)C,ligand_[C@@](C(C)C)(CC)(OC)C,ligand_C(OC)(C)(C)C,ligand_C(CC(C)(C)C)(O)(C)C,ligand_[C@@](C(C)=C)(CC)(C=C)C,ligand_C(C=CC)(C)(C)C,ligand_C(C=CC)(C)C,ligand_C(C(C=C)C=C)(O)(C)C,ligand_C(C(C(=C)C)=CC)(C)(C)C,ligand_C(=C(C)C)(C(=C)C)C(=C)C,ligand_C(=C(C)C)(C=C)C,ligand_C(C=C(C)C)(C)=C,ligand_C(C=C)(=CC)C,ligand_C(C(=C)C)(=CC)C,ligand_C(C(C)=C)(O)(C)C,ligand_C(C(C(C)C)=CC)(O)(C)C,ligand_C([C@@H](C=C)CC)(C)=C,ligand_C(C(C)C)(=CC)C,ligand_[C@@H](C(C)=C)(C(C)C)C=C,ligand_C(CC)(C(C)C)C(C)C,ligand_C(C(C)C)(C)C,ligand_C(C(C)C)C(C)C,ligand_C(C(C)=C)(O)(CC)CC,ligand_C(CC(C)C)(O)(C)C,ligand_C(CC)(C=C)C=C,ligand_C(CCC)(C)C,ligand_[C@]12(C([C@@H](C=C1)C=C2C)(C)C)C,ligand_C1(CCC(=C1)C)(C)C,ligand_C=1([C@H](CCC=1)C)C(C)=C,ligand_C(C(C)=C)(C=C)=CC,ligand_C1([C@H]2C=C([C@H]1C=C2)C)(C)C,ligand_[C@]12(C([C@@H](C=C1)C=C2)(C)C)C,ligand_C1(C(C(=C)C)=CCC1)(C)C,ligand_[C@@]12(C([C@H](C=C1)C=C2)(C)C)C,ligand_C(C(=CC)C=C)(C)(C)C,ligand_C(C(=C)C)(C)(C)C,ligand_[NH4+],ligand_[OH-],ligand_[NH2+]=O,ligand_[N+](C)(=O)[O-],ligand_[NH3+][O-],ligand_C(C)([NH3+])=C,ligand_[N+](C(C)=C)(=O)[O-],ligand_C([N+](=O)[O-])(C=C)=CC,ligand_C(C=CC)([NH3+])=C,ligand_C(=CC=C)([NH3+])C,ligand_O=C,ligand_C(C)(=O)O,ligand_C(C)(O)=C,ligand_C(C(C)=C)(OC)=O,ligand_C(OC(C)=O)(C)=C,ligand_C(C(=C(C)C)OC)(=C)C,ligand_C(=C(C)O)(C(C)C)C=C,ligand_C(C(C)C)(=C)C,ligand_C(C(O)=C)(C(C)C)=CC,ligand_C(C(O)=O)(C(C)C)=CC,ligand_C(C(=C)C)(C(C)C)=CC,ligand_C(C(=C)C)(=C(C)C)C=C,ligand_F,ligand_FC,ligand_C(C)(F)(F)F,ligand_C(C(C)=C)(F)(F)F,ligand_C(C(=CC)C=C)(F)(F)F,ligand_C(OC)(C)=C,ligand_C(=CC)(C=C)OC,ligand_C(C=CC)(=C)O,ligand_C(=CC=C)(C)O,ligand_C=1([C@@H](CCC=1)C)CC,ligand_C1(=C[C@H](CC1)C)C,ligand_[C@@H]12C=C([C@@H](C1)C=C2)C,ligand_C1[C@@H]2C=C[C@H]1C=C2,ligand_[C@@H]1(C(C(C)C)=CCC1)C,ligand_C(C(CC)CC)(=C)C,ligand_C(CC)CC,ligand_C(C)O,ligand_C(CO)(C)=C,ligand_C(C(C)C)(=CC)CO,ligand_O(CC)C,ligand_C(COC)(C)=C,ligand_C(C(C)=C)(OC)(C)C,ligand_C(OC)(C)=O,ligand_C(C)(F)=C,ligand_C(=CC)(C=C)F,ligand_C(C=CC)(F)=C,ligand_C(=CC=C)(F)C,ligand_C(=CC)(C(=C)C)C(=C)C,ligand_C(=C(C=C)C=C)(C)C,ligand_C(C)=O,ligand_C(C=O)(C)=C,ligand_C(C(C)=C)(C=O)=CC,ligand_Cl,ligand_CCl,ligand_C(C)(Cl)=C,ligand_C(=CC)(C=C)Cl,ligand_C(C=CC)(Cl)=C,ligand_C(=CC=C)(C)Cl,ligand_C(C)F,ligand_C(CF)(C)(C)C,ligand_[C@](C(C)=C)(CF)(CC)C=C,ligand_C(CCC)(C)(C)C,ligand_C(C(C)=C)(=C(C)C)CC,ligand_C(C(C=C)=CC)(=O)O,ligand_C(=C(C)O)(C=C)OC,ligand_C(C(=C)O)(=C(C)O)OC,ligand_C(C(=C)O)(=CC)OC,ligand_C(C=C(C)O)(C)=C,ligand_C(C=C(C)C)(O)=C,ligand_C([C@H](C=C)CC)(C)=C,ligand_[C@](C(C)C)(CC)(OC)C,ligand_C(C=1[C@H](CCC=1)C)(O)(C)C,ligand_[C@@H]1(CCC=C1)C,ligand_[C@H]1(CCC=C1)C,ligand_C(CO)(C)(C)C,ligand_[C@@](C(C)=C)(CC)(CO)C=C,ligand_C(COC)(C)(C)C,ligand_C(C(OC)=O)(C)(C)C,ligand_[C@](C(C)=C)(C(=O)O)(CC)C=C,ligand_C(O)O,ligand_C(OCO)(C)(C)C,ligand_C(OC)OC,ligand_O(CO)CC,ligand_C(C=C)(=CC)CO,ligand_C([C@H](C(=C)C)C=C)(O)(C)C,ligand_C(=C(C)C)(OC)C=C,ligand_C(=C(C)O)(C(C)=C)C=C,ligand_N,ligand_C(C)(=O)N,ligand_N(C)(C)C,ligand_C(N)(C)C,ligand_C(C(=C)C)(N(C)C)=O,ligand_C(N(C(C)C)C(C)C)(C)=O,ligand_N(C(C)C)(C)C,ligand_C(C(C(C)C)=CC)(N)=O,ligand_N(C)C,ligand_C(C(C)=C)(NC)=O,ligand_C(NC(C)C)(C)=O,ligand_C(NC)(CC)CC,ligand_C(CCC)(C)N,ligand_C(C)N,ligand_C(NCC)(C)=O,ligand_C(CNC)(C)=C,ligand_C(CN)(C=C)=CC,ligand_C(N(CC)CC)(C)=O,ligand_C(CN(C)C)(=C)C,ligand_C(C)(N)=C,ligand_[C@@H]([C@@H](NC)CC)(C)N,ligand_[C@H]([C@H](C)N)(N(C)C)CC,ligand_N1(C(C)C)C(=CC=C1C)C,ligand_N1(C(=CC=C1)C)C,ligand_C=1(NC=CC=1)C,ligand_[C@H](CCC)(C)N,ligand_N(CCO)(C)C,ligand_O(CCN)C,ligand_O(CC)CC,ligand_[C@H](C(C)=C)(C(C)C)C=C,ligand_[C@@]12(C([C@H](C=C1)C=C2C)(C)C)C,ligand_C1([C@@H]2C=C([C@@H]1C=C2)C)(C)C,ligand_C=1([C@@H](CCC=1)C)C(C)=C,ligand_[C@H]1(C(C(C)C)=CCC1)C,ligand_C1([C@H]2C=C([C@@H]1C=C2)C)(C)C,ligand_C(=C(C)C)(C=O)C=C,ligand_[C@@](C(C)=C)(CF)(CC)C=C,ligand_C(C=1[C@@H](CCC=1)C)(O)(C)C,ligand_[C@](C(C)=C)(CC)(CO)C=C,ligand_[C@@](C(C)=C)(C(=O)O)(CC)C=C,substrate_O,substrate_C,substrate_O=C,substrate_C(=O)(C)C,substrate_C(C)=C,substrate_C(C)C,substrate_C1(CCC=C1)=O,substrate_C1CC=CC1,substrate_C(CC)(C=C)=O,substrate_C(C=CC)(C)=O,substrate_C(C=CC)C,substrate_C(CC=C)C,substrate_C(CC)CC,substrate_C(CCC)(C)=O,substrate_CC,substrate_C(C)(C)C,substrate_C(C=C)(C)=O,substrate_C(/C=C/C)(C)=O,substrate_C(/C=C/C)(C)C,substrate_C(C=C)(C)C,substrate_C(/C=C/C)C,substrate_C(CC)C,substrate_C(C)(=O)O,substrate_O(C)C,substrate_C(O)(C)(C)C,substrate_C(OC)(C=C)=O,substrate_C(/C=C/C)(=O)O,substrate_C(OC(=O)C)(C)(C)C,substrate_C(OC)(C)(C)C,substrate_C(C)O,substrate_C(C=CC)(=O)O,substrate_C(C=C)CO,substrate_C(COC)C,substrate_C(OCC)(C)=O,substrate_C(O)(C)C,substrate_C(OC(C)C)(=O)C,substrate_C(OC)(C)C,substrate_N,substrate_C(C)(=O)N,substrate_N(C)(C)C,substrate_NC,substrate_N1(C(C=CC1)=O)C,substrate_N1(C)C(C=CC1=O)=O,substrate_C1(C=CCN1)=O,substrate_CO,substrate_C(OC)(C)=O,substrate_O(CC)C,substrate_C(/C=C\C)(=O)O,substrate_C(C)(O)=C,substrate_C(=C)(C)C,substrate_C(OC(C)=O)(C)=C,substrate_C(C(=C(C)C)OC)(=C)C,substrate_C(=C(C=C)C)(C)O,substrate_C(C=CC)(C)=C,substrate_C(C=C)=CC,substrate_C(=CC=C)(C)C,substrate_C(C(=CC)C)(=C)O,substrate_[NH4+],substrate_[OH-],substrate_C([NH3+])=C,substrate_[N+](C)(=O)[O-],substrate_[NH3+][O-],substrate_[NH2+]=O,substrate_C(C=C)(=CC)C,substrate_C(=CC)(C=C)C=C,substrate_C(/C=C/[NH3+])(C)=C,substrate_[N+](/C=C/C)(=O)[O-],substrate_[N+](C=C)(=O)[O-],substrate_C1(C=C)CCCC1,substrate_C1(C)CCCC1,substrate_C1CCCC1,substrate_C(/C=C/C)(C)=C,substrate_C(=CC=C)(C)O,substrate_C(=CC)(C=C)OC,substrate_C(OC)(C)=C,substrate_C(C=CC)(=C)O,substrate_F,substrate_C(C)(F)=C,substrate_FC,substrate_C(=CC=C)(F)C,substrate_C(=CC)(C=C)F,substrate_C(C=CC)(F)=C,substrate_C(=C/C)\C,substrate_Cl,substrate_C(C)(Cl)=C,substrate_CCl,substrate_C(=CC=C)(C)Cl,substrate_C(C(Cl)=C)(=CC)Cl,substrate_C(C=C(C)Cl)(C)=C,substrate_C(N)(C)C,substrate_C(N1C(C=CC1=O)=O)(C)C,substrate_C(N(C)C)(CC)CC,substrate_C(CCC)(C)N,substrate_[SiH4],substrate_C([SiH3])=C,substrate_[Si](C)(C)(C)C,substrate_[SiH3]C,substrate_C([SiH3])(C)=C,substrate_C(/C=C/[SiH3])(C)=O,substrate_[Si](/C=C/C)(C)(C)C,substrate_[Si](C(C)=C)(C=C)(C)C,substrate_[Si](C(C=C)=CC)(C)(C)C,substrate_C(=CC=C)(C)[SiH3],substrate_C(C=CC)(=C)[SiH3],substrate_C(O)(O)(C)C,substrate_C(C=CC)(C)(O)O,substrate_C1(C=C)(CC)OCCO1,substrate_C1(OCCO1)(C)C,substrate_C1OCCO1,substrate_C(CCC)(C)(O)O,substrate_C(C(C=C)=O)(C)=C,substrate_C1(C(C)=C)(C=C)OCCO1,substrate_C(C(C(=C)C)=CC)(C)(O)O,substrate_C(C(C)=O)(C(C)=C)=CC,substrate_C(O)O,substrate_C(C=C(C)C)(O)=C,substrate_C1(=C(OCO1)C=C)C,substrate_C=1(OCOC=1)C,substrate_C1OC=CO1,substrate_C(C)#N,substrate_N#C,substrate_C(C(C)=C)(OC)=O,substrate_C(/C(=C/C)C#N)(=O)O,substrate_C(C#N)(C)=C,substrate_C(C=C(C)C)(C)=C,substrate_C(C(=C)O)(C=C)=CC,substrate_C(C(=CC)OC)(C)=C,substrate_C(C=C(C)O)(C)=C,substrate_C(=CC)(C=C)Cl,substrate_C(C=CC)(Cl)=C,substrate_C(=C(C=C)C=C)(O)C,substrate_C(=C(C)C)(OC)C=C,substrate_C(C(C)=C)(C=C)=CC,substrate_C(C(=C)C)(=CC)C,substrate_C(OCO)(C)=C,substrate_C(OC)OC,substrate_O(CO)C,substrate_C(OCC)(C)=C,substrate_C(COC)(C)=C,substrate_C(C=C)(=CC)CO,substrate_N(O)(C)C,substrate_O(N)C,substrate_C(N(C)O)(C=C)=O,substrate_C(/C=C/C)(=O)N,substrate_C(N(OC)C)(C)=O,substrate_N(OC)(C)C,substrate_c(N)(c)c,substrate_c(C)(c)c,substrate_C(C)(C)(C)C,substrate_c(c)c,substrate_N1(c(c)c)C(C=CC1=O)=O,substrate_c(c(N(C)C)cc)(c)C,substrate_C(c(c(c)N)cc)(C)(C)C,substrate_C(c(c)c)(C)(C)C,substrate_c(ccc)(C)c,substrate_c(cc)cc,substrate_c(ccc)(N)c,substrate_C(c(c)c)(CO)(C)C,substrate_C(COC)(C)(C)C,substrate_Br,substrate_c(Br)(c)c,substrate_BrC,substrate_c(cc(Br)c)(C)c,substrate_c(Br)(cc)cc,substrate_c(ccc)(Br)c,substrate_C(C)N,substrate_N1(CC)C(C=CC1=O)=O,substrate_C(CN(C)C)(=C)C,substrate_C(CN)(C=C)=CC,substrate_C(/C=C/C)#N,substrate_C(C#N)=C,substrate_C([SiH3])(C)(C)C,substrate_[Si](C(C)(C)C)(C=C)(C)C,substrate_C([Si](C)(C)C)(C)(C)C,substrate_[Si](C=C)(C(C)=C)(C(C)=C)C(C)=C,substrate_C(CC)(C)=O,substrate_C(C(C=C)=CC)(C)=O,substrate_C(/C=C/[SiH3])(=O)O,substrate_C(N)=C,substrate_C(N(C)C)(C=C)=O,substrate_C(N1C=CC=C1)(=O)C,substrate_N1(C)C=CC=C1,substrate_N1C=CC=C1,substrate_N(C)C,substrate_C(C=C)(NC)=O,substrate_C(NCC)(C)=O,substrate_C(CNC)(C)=C,substrate_C1(OCC=C1)=O,substrate_O1CC=CC1,substrate_C(C)(F)(F)F,substrate_N(=C)C,substrate_C(=N)(C)C,substrate_C(C(=CC)Cl)(=N)C,substrate_C(C(=CN)C=C)(F)(F)F,substrate_C(C(C)=C)(F)(F)F,substrate_C(=CN=C)(C)C,substrate_C(=NC=C)(C)C,substrate_C(C(=NC)C=C)(Cl)=C,substrate_C(/C=C/C)(=N)C,substrate_C(N)(C)(C)C,substrate_C(NC)(C)(C)C,substrate_C(NC(C)=O)(C)(C)C,substrate_[H],substrate_C[H],substrate_C(C)(=O)[H],substrate_C(C=C)(=O)[H],substrate_C(/C=C/C)(=O)[H],substrate_C(O)=C,substrate_C(/C=C/C)(=C)O,substrate_C=1(C=C)OC=CC=1,substrate_C=1(OC=CC=1)C,substrate_O1C=CC=C1,substrate_S,substrate_C(C)(S)=C,substrate_C(S)=C,substrate_S(C)C,substrate_C(/C=C/C)(=C)S,substrate_C1(=CC=CS1)C=C,substrate_C1(=CC=CS1)C,substrate_S1C=CC=C1,substrate_C(C)=N,substrate_C(=CN)(C=C)C=C,substrate_C(=NC=C)C,substrate_C(C=C)=NC,substrate_C(C=CC)=N,substrate_C(C)([NH3+])=C,substrate_C(C(C=C)=CC)([NH3+])=C,substrate_C(=CC=C)([NH3+])C,substrate_C(C(C)=C)([N+](=O)[O-])=CC,substrate_[N+](C(C)=C)(=O)[O-],substrate_C(=CC(C)=C)(F)C,substrate_C([N+](=O)[O-])(C=C)=CC,substrate_C(CCC)(C)=C,substrate_C(C=C)(=CC)CC,substrate_C(C=CC)([NH3+])=C,substrate_C(=NC)(C=C)C=C,substrate_C(=CN=C)(C)[NH3+],substrate_[N+](C(=CN)C=C)(=O)[O-],substrate_C(C=CC)(=N)C,substrate_C(=CN)(C=C)C#N,substrate_[Si](O)(C)(C)C,substrate_O([SiH3])C,substrate_[Si](C(C)(C)C)(OC)(C)C,substrate_[Si](C(C)(C)C)(O)(C)C,substrate_[Si](OCC)(C)(C)C,substrate_C(CO[SiH3])C,substrate_C(CCO)C,substrate_C(=C([NH3+])C)(C=C)C,substrate_[N+](C(=C(C)C)C=C)([O-])=O,substrate_C(C)(N)=N,substrate_C(/C=C/C)(N)=N,substrate_C(=NC)(N=C)C=C,substrate_C(=NC=C)(C)N,substrate_C(=CC)N=C,substrate_C(C=CN)=N,substrate_C(N=CC)(C)=N,substrate_C(C)(N)=C,substrate_C(C)(O)=N,substrate_C1(C(OC=N1)=C)=CC,substrate_C(=CC=C)(C)N,substrate_C1(C(OC=N1)=CC)=C,substrate_C=1(OC(CN=1)=C)C,substrate_C=1(OCCN=1)C=C,substrate_C(/C=C/C)(O)=N,substrate_C=1(OCC(N=1)=C)C,substrate_C(N=C(C)C)(=C)C,substrate_C(C(C)=C)(=CC)N=C,substrate_C(C(C=C)=CC)(=C)N,substrate_C(C(=C)N)(=CC)N=C,substrate_C(N=CC)(=C)C,substrate_C(C=NC)(C)=N,substrate_C(C=N)(C=C)=NC,boron_B,boron_C,boron_O,boron_B(C)(O)O,boron_C(C)(=C)B,boron_C(C)=C,boron_O(B)B,boron_C(B(OB)OB)(C)=C,boron_C(B(O)O)(C=C)=CC,boron_C(=CC=C)(C)B,boron_C(C=C)=CC,boron_C(C=CC)(=C)B,boron_O(B(C)O)B(C)O,boron_OB,boron_C(B(O)O)(=C)C,boron_CC,boron_C(=C)(C)C,boron_C(C(=C)B)(=CC)C,boron_C(=CC=C)(C)C,boron_C(C(B(O)O)=CC)(C)=C,boron_C(=C(C)B)(C=C)C,boron_C(=C(C)C)(B(O)O)C=C,boron_C(C=CC)(C)=C,boron_F,boron_C(C)(F)(F)F,boron_FC,boron_C(C(=C(B)C)C=C)(F)(F)F,boron_C(C(C)=C)(F)(F)F,boron_CO,boron_O(C)C,boron_C(C)(O)=C,boron_C(OC)(C)=C,boron_C(=C(OC)C=C)(C)B,boron_C(=C(C)O)(B(O)O)C=C,boron_C(C=CC)(=C)O,boron_[NH4+],boron_[OH-],boron_C(C)([NH3+])=C,boron_[N+](C)(=O)[O-],boron_[NH3+][O-],boron_[NH2+]=O,boron_C(C=C(C)B)([NH3+])=C,boron_C([N+](=O)[O-])(C=C)=CC,boron_[N+](C(C)=C)(=O)[O-],boron_C(=CC=C)([NH3+])C,boron_Cl,boron_CCl,boron_C(C)(Cl)=C,boron_C(=CC)(C=C)Cl,boron_C(=CC=C)(C)Cl,boron_C(C=C(C)B)(Cl)=C,boron_C(C)(C)(C)C,boron_C(C(=C)C)(C)(C)C,boron_C(C(=CC)C=C)(C)(C)C,boron_C(C(C)=C)(C=C)=CC,boron_C(=O)(C)C,boron_O=C,boron_C(C(C)=O)(C)=C,boron_C(C(C=C)=CC)(C)=O,boron_C(C)(F)=C,boron_C(=CC)(C=C)F,boron_C(=CC=C)(F)C,boron_C(C=CC)(F)=C,boron_C(C(=CC)F)(=C)B,boron_C(=C(C=C)F)(C)B,boron_C(=C(C(=C)F)B(O)O)(F)C,boron_C(=C(C)B)(C(C)=C)C=C,boron_C(=C(C=C)C=C)(B)C,boron_C(=CC)(C=C)C=C,boron_C(C(B(O)O)=CC)(O)=C,boron_C(=CC=C)(C)O,boron_C(C(OC)=CC)(=C)B,boron_C(C(F)=C)(B(O)O)=CC,boron_C(C=C(C)B)(C)=C,boron_C(C=C)(=CC)C,boron_C(C=CC)([NH3+])=C,boron_C(=CC(=C)B)(C)[NH3+],boron_c(B)(c)c,boron_c(c)c,boron_c(B(O)O)(c)c,boron_B(c(cc)cc)(O)O,boron_c(ccc)(c)B,boron_c(cc)cc,boron_C(=CC)(C=C)OC,boron_C(C=C(C)O)(=C)B,boron_C(C(=CC)C=C)(F)(F)F,boron_C(=C(C=C)C=C)(C)C,boron_C(C(B)=C)(=C(C)C)C=C,boron_C(=CC(=C)B)(C)Cl,boron_C(C=CC)(Cl)=C,boron_C(C=C(C)C)(=C)B,boron_C(O)O,boron_C1(C(OCO1)=C)=CC,boron_C1(OCOC1)=C,boron_C1OCCO1,boron_C(=CC(O)=C)(C)B,boron_C(=C(C)O)(C=C)OC,boron_S,boron_C(S)=C,boron_S(C)C,boron_C=1(B(O)O)C=CSC=1,boron_C=1(C=CSC=1)B,boron_S1C=CC=C1,boron_Br,boron_BrC,boron_C(Br)(C)=C,boron_C(C=C)(=CC)Br,boron_C(=CC=C)(C)Br,boron_C(C=CC)(Br)=C,boron_C(C)C,boron_C(C(C=C)=O)(C)=C,boron_C(C=CC)(C)=O,boron_C(C=CC)C,boron_C(CC=C)C,boron_C(CCC)(C)=C,boron_C(C(C)=O)(=C(C)C)CC,boron_C(=C(C)C)(C)C,boron_C(C=C(C)C)(C)=C,boron_C(C(C(B)=C)=CC)(F)(F)F,boron_C(C(=C)C)(=C(C)O)B(O)O,boron_C(O)(C)(C)C,boron_O(C)B,boron_B1OC(C(O1)(C)C)(C)C,boron_C1(COB(O1)C)(C)C,boron_C(B1OCCO1)(C)=C,boron_C(C(=CC)O)(=C)B,boron_C(=C)B,boron_B(C=C)(O)O,boron_B(/C=C/C)(O)O,boron_C(/C=C/B)(C)=C,boron_C(C)O,boron_B1OCCO1,boron_B1(C)OCCO1,boron_B1(c(c)c)OCCO1,boron_c(C)(c)c,boron_c(ccc)(C)c,boron_c(-c(c)c)(cc)cc,boron_C(c(c)c)(C)=O,boron_C(c(cc)cc)(=O)C,boron_C(c(cc)cc)(F)(F)F,boron_C(c(c)c)(F)(F)F,boron_B1(C=C)OCCO1,boron_C(C)(=O)O,boron_C(C(C)=C)(OC)=O,boron_C(OC)(C)=O,boron_C(C(C=C)=CC)(=O)O,boron_C(CC)C,boron_C(CC)CC,boron_C(/C=C/B)C,boron_C(O)(C)C,boron_C(C(O)=C)(=CC)Cl,boron_C(C(OC)=CC)(Cl)=C,boron_C(OC(C)C)(C)=C,boron_C(OC)(C)C
0,21,4,3,12,2,2,2,2,2,6,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,2,2,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,3,3,3,15,3,3,3,3,9,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,21,4,3,12,2,2,2,2,2,6,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1,2,2,3,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,2,3,1,5,0,0,1,1,3,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
