Epoch,Train_RMSE_%,Val_RMSE_%,Test_RMSE_%
5,38.76544529307972,36.98336410522461,47.19323595832376
10,29.8162992997603,26.663366429946002,33.11060445448931
15,22.2608417857777,22.685996111701517,34.06238140779383
20,19.186314392089844,20.233440062578985,27.508843590231503
25,17.717465192621404,17.53826477948357,21.15501106486601
30,16.937062107432972,16.240008185891543,24.658496015212116
35,15.310628613558682,16.007464128382065,23.72315232894
40,13.461358746615323,15.50040974336512,17.80141300313613
45,14.266621919111772,15.689734290627872,19.26413681927849
50,13.741150145097212,16.59332544663373,16.98503553166109
55,13.966719280589711,16.524942734662226,17.614943672628964
60,12.66439059864391,18.00883136076086,20.732857872458066
65,12.206268119812012,16.842747183407056,18.360786101397345
70,12.942304957996715,15.622609531178194,17.222652491401224
75,11.090517780997537,14.133359516368193,16.462808216319363
80,13.868197423761542,16.86144458546358,16.344731162576114
85,11.823125397075307,14.948549943811754,19.671096689560834
90,12.550986211950129,15.060463624842027,18.618934855741614
95,13.065478160164574,15.786098704618567,16.16845422632554
100,10.445941799337215,14.651316923253676,15.784993480233585
105,10.156051913174716,15.273351501016055,16.036361806532916
110,10.289781492406672,12.091743805829216,15.117727784549489
115,11.318971373818137,15.499255909639245,16.296069790335263
120,10.105305550315164,13.932303204255945,15.809009383706485
125,10.278806339610707,13.729219043956084,14.951583525713753
130,9.010016493363814,13.486369132995605,14.998403324800378
135,8.697816935452549,13.99631674149457,14.721694273107191
140,10.627096540277654,14.2444247638478,15.689487317029167
145,10.201388679851185,15.23843905505012,16.354468682233026
