Epoch,Train_RMSE_%,Val_RMSE_%,Test_RMSE_%
5,37.54989523965804,36.9297534718233,33.49222946166992
10,28.197078089896447,26.583307041841394,23.349415627078734
15,22.69540103016004,20.32431905409869,18.3352148083673
20,20.02206846490801,16.503263249116785,18.30873411980228
25,18.822301958428053,19.953640096327838,20.495210785796676
30,18.159325922773185,15.46683967814726,21.992055671802465
35,16.838883436442725,15.568261427037855,21.28319004998691
40,16.22436896221668,12.111419453340417,20.39128870203875
45,14.221606621108203,14.434810582329245,19.750624090001203
50,15.235592107303807,13.706919165218578,20.764390171438023
55,13.097447855659304,12.48663750816794,20.133220838463824
60,14.649709781445223,8.940321417415843,19.23054800171783
65,13.237714332309578,10.531174042645622,20.45659811600395
70,13.787156772092391,13.32674004049862,20.05920683819315
75,12.669891034319102,11.886768453261432,20.74219112119813
80,12.348114812743251,5.803718847386977,20.30021590080814
85,12.070616859338758,5.821655189289766,17.609563260838605
90,13.836329607798536,9.165076536290785,19.511010073233344
95,12.872823035999291,8.804811589858112,18.545310324516848
100,12.494457789457561,6.906500872443704,16.80880073879076
105,12.323579585834496,10.430979279910817,19.02442999853604
110,11.484304463711375,5.487120460061466,16.647092915963434
115,11.331968299678115,5.670277427224552,15.407415583513785
120,13.10244043277261,5.593217400943532,16.394770138505578
125,12.739999225665095,6.513128505033605,14.674053510030111
130,11.885678438106739,5.6940774356617645,14.892047260118568
135,11.085240487409637,7.215499653535731,16.75871345962303
140,9.830413182576498,4.999048443401561,14.122979882834613
145,10.164749343538546,5.214665160459631,14.997557418933813
150,10.981850655352483,4.496901273727417,17.444284853727922
155,10.463051714315224,8.030518307405359,20.161268704179406
160,9.371264918037234,5.860371898202335,18.011137672092605
165,10.435878348046531,7.744030307320988,15.671889360400213
170,9.262334292052222,10.36873166701373,22.336162567138672
175,8.733348850778325,8.513162893407484,18.969078699747723
180,7.5248369488776925,8.473021815804874,19.56325439784838
185,7.365147165044844,6.864971918218276,17.651750923930734
