Epoch,Train_RMSE_%,Val_RMSE_%,Test_RMSE_%
5,37.33525175084182,41.43076436659869,40.42236200968424
10,27.816187898535112,28.478797239415787,31.711792766184047
15,20.237345016284937,20.266338348388672,27.45881832509801
20,18.434540775521423,19.785651150871725,27.643744593081266
25,17.4370588127164,18.027764376472025,24.9234058269556
30,18.385127269939428,17.704198949477252,22.103491769320723
35,17.32972265288695,14.755743419422823,23.332077385722727
40,16.215220072664632,14.413398406084847,19.763878145079683
45,16.08926815109392,15.591187421013327,18.62434232407722
50,13.665346176029338,16.329535428215475,19.327014674311098
55,14.409442828652637,12.978468109579648,18.304453918899316
60,15.365642876790087,14.096117524539723,19.870000369306922
65,14.081862803148224,13.913219620199765,17.626879816469938
70,13.32436029680874,14.130198815289665,19.67420412146527
75,13.713648811715547,17.77894323012408,19.97572608616041
80,12.014156313758948,14.601338386535645,19.679919947748598
85,15.017996338112976,15.26570146224078,16.808750829834867
90,12.942375177894133,12.704167085535387,10.55995089765908
95,12.66122182905131,11.615523983450498,13.59890481700068
100,10.904864971320704,10.787747200797586,13.425021834995436
105,9.200311774547417,12.12327376533957,12.411277328712353
110,8.736721433142712,13.924764857572669,12.374582180078479
115,9.28413210193099,12.687317848205566,12.2364444318025
120,7.974870900638768,11.382409712847542,15.439566418744516
125,6.61894149120171,11.92565368203556,13.022449756014174
130,8.114254843776127,11.521214821759392,16.043206394582555
135,4.935516138545802,12.552760909585391,13.38262318873751
