Epoch,Train_RMSE_%,Val_RMSE_%,Test_RMSE_%
5,37.18785082684816,34.07594249559485,39.67464054494664
10,30.98446474284151,28.313972003218055,33.10268960482832
15,23.03710743980686,22.972521077031676,33.43220022450323
20,22.674568858459917,20.16802187933438,29.732021939927254
25,20.006264408139415,15.795295839724334,25.851851145426433
30,18.12056175983735,14.294625475786734,23.906592106473617
35,16.853169803201716,13.677338157874951,25.572969270789105
40,15.793729865638008,13.335440829180289,23.220229798468992
45,13.986300015971608,15.099270046621129,17.30365901062454
50,17.84875841906471,12.571827480758445,25.918515495632004
55,13.8374662399292,8.70692963531052,19.776382556859996
60,15.144583347069956,24.884650106015414,30.675175210703973
65,13.196742746951806,14.816737320112145,20.738776773646258
70,10.050451397025672,16.938158318616342,16.124333782472473
75,10.484885723921504,18.78214561075404,17.709921933602594
80,8.638214984949489,16.933011987934943,14.468385109003039
85,8.954376422575791,16.730533758799236,10.562035747196363
90,8.518464850683282,16.19992570600648,11.626059677289879
