Epoch,Train_RMSE_%,Val_RMSE_%,Test_RMSE_%
5,37.448810354636535,33.447050785672836,34.94123912203139
10,26.60917898860291,23.071675646132316,29.15030993586001
15,24.12783787024282,27.496031747348066,34.04424683944039
20,18.915059479483723,17.39788550224857,26.48266659612241
25,21.505539692231338,17.194229817044906,27.382075765858527
30,17.775242004951423,15.797097330508025,25.643068562383238
35,16.210984473680927,11.109588636868242,24.678250077841938
40,15.162424456464112,15.84748247395391,25.810426463251527
45,13.239663256345874,10.535101379173389,25.78236707051595
50,15.18536521744554,8.787490402442822,24.708643816519476
55,12.995224225260046,8.997044300687486,24.419316360915918
60,11.204881090317329,9.139981725941533,24.330459345941957
65,12.37370208058044,9.7519608511441,24.219415609387383
70,8.742004335361676,10.557392452074135,23.879973646523297
75,11.519301149966942,9.914776788241621,24.66444460550944
80,9.366400774377976,9.246030185533607,22.09960066753885
85,8.707775832962815,8.875293628029201,22.301553256269813
