trial_id,Val_loss,epoch,time_this_iter_s,done,training_iteration,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,experiment_tag,config/batch_size,config/epochs,config/loss_function,config/lr0,config/patience,config/factor,config/minlr,config/betas,config/eps,config/weight_decay,config/amsgrad,config/dim,config/bias,config/n_conv
182dc_00269,28.814711619245568,240.0,0.6505098342895508,True,240.0,2023-06-29_06-45-50,1688017550.0,190.3667049407959,16645.0,storm.cs.nott.ac.uk,10.148.136.74,190.3667049407959,240.0,"269_amsgrad=False,batch_size=16,bias=False,dim=256,eps=0.0000,lr0=0.0500,n_conv=1",16.0,1500.0,MSELoss(),0.05,0.0,0.5,1e-08,"(0.9, 0.999)",1e-09,0.0,False,256.0,False,1.0
182dc_00270,38.45046912111812,15.0,0.7266385555267334,True,15.0,2023-06-29_06-46-27,1688017587.0,29.235734224319458,18723.0,storm.cs.nott.ac.uk,10.148.136.74,29.235734224319458,15.0,"270_amsgrad=False,batch_size=16,bias=False,dim=16,eps=0.0000,lr0=0.0100,n_conv=1",16.0,1500.0,MSELoss(),0.01,0.0,0.5,1e-08,"(0.9, 0.999)",1e-08,0.0,False,16.0,False,1.0
182dc_00271,38.90769620187689,15.0,0.5297322273254395,True,15.0,2023-06-29_06-47-00,1688017620.0,26.44925093650818,19183.0,storm.cs.nott.ac.uk,10.148.136.74,26.44925093650818,15.0,"271_amsgrad=False,batch_size=64,bias=True,dim=32,eps=0.0000,lr0=0.0100,n_conv=1",64.0,1500.0,MSELoss(),0.01,0.0,0.5,1e-08,"(0.9, 0.999)",1e-08,0.0,False,32.0,True,1.0
182dc_00272,39.21983177657405,15.0,0.549729585647583,True,15.0,2023-06-29_06-47-32,1688017652.0,26.633700370788574,19584.0,storm.cs.nott.ac.uk,10.148.136.74,26.633700370788574,15.0,"272_amsgrad=False,batch_size=64,bias=False,dim=64,eps=0.0000,lr0=0.0100,n_conv=1",64.0,1500.0,MSELoss(),0.01,0.0,0.5,1e-08,"(0.9, 0.999)",1e-08,0.0,False,64.0,False,1.0
182dc_00273,38.305039723301306,15.0,0.6003665924072266,True,15.0,2023-06-29_06-48-06,1688017686.0,27.62895178794861,20028.0,storm.cs.nott.ac.uk,10.148.136.74,27.62895178794861,15.0,"273_amsgrad=False,batch_size=32,bias=True,dim=128,eps=0.0000,lr0=0.0100,n_conv=1",32.0,1500.0,MSELoss(),0.01,0.0,0.5,1e-08,"(0.9, 0.999)",1e-08,0.0,False,128.0,True,1.0
182dc_00274,21.753317425374224,240.0,0.7411942481994629,True,240.0,2023-06-29_06-51-20,1688017880.0,188.62606716156006,20450.0,storm.cs.nott.ac.uk,10.148.136.74,188.62606716156006,240.0,"274_amsgrad=False,batch_size=16,bias=True,dim=256,eps=0.0000,lr0=0.0100,n_conv=1",16.0,1500.0,MSELoss(),0.01,0.0,0.5,1e-08,"(0.9, 0.999)",1e-08,0.0,False,256.0,True,1.0
182dc_00275,39.81749559040948,15.0,0.5100884437561035,True,15.0,2023-06-29_06-51-54,1688017914.0,26.220492601394653,24560.0,storm.cs.nott.ac.uk,10.148.136.74,26.220492601394653,15.0,"275_amsgrad=False,batch_size=64,bias=False,dim=16,eps=0.0000,lr0=0.0100,n_conv=1",64.0,1500.0,MSELoss(),0.01,0.0,0.5,1e-08,"(0.9, 0.999)",1e-09,0.0,False,16.0,False,1.0
182dc_00276,38.66703163291193,15.0,0.7160165309906006,True,15.0,2023-06-29_06-52-29,1688017949.0,29.025907516479492,24970.0,storm.cs.nott.ac.uk,10.148.136.74,29.025907516479492,15.0,"276_amsgrad=False,batch_size=16,bias=False,dim=32,eps=0.0000,lr0=0.0100,n_conv=1",16.0,1500.0,MSELoss(),0.01,0.0,0.5,1e-08,"(0.9, 0.999)",1e-09,0.0,False,32.0,False,1.0
182dc_00277,40.400535144893475,15.0,0.6995105743408203,True,15.0,2023-06-29_06-53-05,1688017985.0,29.28358006477356,25442.0,storm.cs.nott.ac.uk,10.148.136.74,29.28358006477356,15.0,"277_amsgrad=False,batch_size=16,bias=True,dim=64,eps=0.0000,lr0=0.0100,n_conv=1",16.0,1500.0,MSELoss(),0.01,0.0,0.5,1e-08,"(0.9, 0.999)",1e-09,0.0,False,64.0,True,1.0
182dc_00278,38.081590970390984,15.0,0.7061772346496582,True,15.0,2023-06-29_06-53-40,1688018020.0,29.187658071517944,25970.0,storm.cs.nott.ac.uk,10.148.136.74,29.187658071517944,15.0,"278_amsgrad=False,batch_size=16,bias=False,dim=128,eps=0.0000,lr0=0.0100,n_conv=1",16.0,1500.0,MSELoss(),0.01,0.0,0.5,1e-08,"(0.9, 0.999)",1e-09,0.0,False,128.0,False,1.0
182dc_00279,23.138820678379258,240.0,0.6916708946228027,True,240.0,2023-06-29_06-56-58,1688018218.0,191.21276378631592,26377.0,storm.cs.nott.ac.uk,10.148.136.74,191.21276378631592,240.0,"279_amsgrad=False,batch_size=16,bias=False,dim=256,eps=0.0000,lr0=0.0100,n_conv=1",16.0,1500.0,MSELoss(),0.01,0.0,0.5,1e-08,"(0.9, 0.999)",1e-09,0.0,False,256.0,False,1.0
182dc_00280,41.60688270779911,15.0,0.5389072895050049,True,15.0,2023-06-29_06-57-31,1688018251.0,26.22946047782898,28561.0,storm.cs.nott.ac.uk,10.148.136.74,26.22946047782898,15.0,"280_amsgrad=False,batch_size=64,bias=False,dim=16,eps=0.0000,lr0=0.0050,n_conv=1",64.0,1500.0,MSELoss(),0.005,0.0,0.5,1e-08,"(0.9, 0.999)",1e-08,0.0,False,16.0,False,1.0
182dc_00281,39.42850021624632,15.0,0.5392496585845947,True,15.0,2023-06-29_06-58-04,1688018284.0,26.581183433532715,29007.0,storm.cs.nott.ac.uk,10.148.136.74,26.581183433532715,15.0,"281_amsgrad=False,batch_size=64,bias=False,dim=32,eps=0.0000,lr0=0.0050,n_conv=1",64.0,1500.0,MSELoss(),0.005,0.0,0.5,1e-08,"(0.9, 0.999)",1e-08,0.0,False,32.0,False,1.0
182dc_00282,39.05812208257169,15.0,0.6106662750244141,True,15.0,2023-06-29_06-58-37,1688018317.0,27.195547103881836,29417.0,storm.cs.nott.ac.uk,10.148.136.74,27.195547103881836,15.0,"282_amsgrad=False,batch_size=32,bias=False,dim=64,eps=0.0000,lr0=0.0050,n_conv=1",32.0,1500.0,MSELoss(),0.005,0.0,0.5,1e-08,"(0.9, 0.999)",1e-08,0.0,False,64.0,False,1.0
182dc_00283,38.76886778502231,15.0,0.7330310344696045,True,15.0,2023-06-29_06-59-13,1688018353.0,29.682284593582153,30123.0,storm.cs.nott.ac.uk,10.148.136.74,29.682284593582153,15.0,"283_amsgrad=False,batch_size=16,bias=False,dim=128,eps=0.0000,lr0=0.0050,n_conv=1",16.0,1500.0,MSELoss(),0.005,0.0,0.5,1e-08,"(0.9, 0.999)",1e-08,0.0,False,128.0,False,1.0
182dc_00284,38.3035417386695,15.0,0.5804572105407715,True,15.0,2023-06-29_06-59-46,1688018386.0,27.561357021331787,30596.0,storm.cs.nott.ac.uk,10.148.136.74,27.561357021331787,15.0,"284_amsgrad=False,batch_size=32,bias=False,dim=256,eps=0.0000,lr0=0.0050,n_conv=1",32.0,1500.0,MSELoss(),0.005,0.0,0.5,1e-08,"(0.9, 0.999)",1e-08,0.0,False,256.0,False,1.0
182dc_00285,38.96586888487024,15.0,0.7069423198699951,True,15.0,2023-06-29_07-00-21,1688018421.0,29.067725896835327,31026.0,storm.cs.nott.ac.uk,10.148.136.74,29.067725896835327,15.0,"285_amsgrad=False,batch_size=16,bias=False,dim=16,eps=0.0000,lr0=0.0050,n_conv=1",16.0,1500.0,MSELoss(),0.005,0.0,0.5,1e-08,"(0.9, 0.999)",1e-09,0.0,False,16.0,False,1.0
182dc_00286,38.865968603438525,15.0,0.7119159698486328,True,15.0,2023-06-29_07-00-57,1688018457.0,28.945709705352783,31471.0,storm.cs.nott.ac.uk,10.148.136.74,28.945709705352783,15.0,"286_amsgrad=False,batch_size=16,bias=False,dim=32,eps=0.0000,lr0=0.0050,n_conv=1",16.0,1500.0,MSELoss(),0.005,0.0,0.5,1e-08,"(0.9, 0.999)",1e-09,0.0,False,32.0,False,1.0
182dc_00287,39.11535717310902,15.0,0.5383949279785156,True,15.0,2023-06-29_07-01-29,1688018489.0,26.686509609222412,31923.0,storm.cs.nott.ac.uk,10.148.136.74,26.686509609222412,15.0,"287_amsgrad=False,batch_size=64,bias=False,dim=64,eps=0.0000,lr0=0.0050,n_conv=1",64.0,1500.0,MSELoss(),0.005,0.0,0.5,1e-08,"(0.9, 0.999)",1e-09,0.0,False,64.0,False,1.0
182dc_00288,39.802011030698715,15.0,0.5544235706329346,True,15.0,2023-06-29_07-02-02,1688018522.0,26.69495725631714,32343.0,storm.cs.nott.ac.uk,10.148.136.74,26.69495725631714,15.0,"288_amsgrad=False,batch_size=64,bias=False,dim=128,eps=0.0000,lr0=0.0050,n_conv=1",64.0,1500.0,MSELoss(),0.005,0.0,0.5,1e-08,"(0.9, 0.999)",1e-09,0.0,False,128.0,False,1.0
182dc_00289,21.95616810415742,240.0,0.723630428314209,True,240.0,2023-06-29_07-05-18,1688018718.0,190.2239203453064,320.0,storm.cs.nott.ac.uk,10.148.136.74,190.2239203453064,240.0,"289_amsgrad=False,batch_size=16,bias=True,dim=256,eps=0.0000,lr0=0.0050,n_conv=1",16.0,1500.0,MSELoss(),0.005,0.0,0.5,1e-08,"(0.9, 0.999)",1e-09,0.0,False,256.0,True,1.0
182dc_00290,46.33025445255113,15.0,0.5358092784881592,True,15.0,2023-06-29_07-05-52,1688018752.0,26.95861530303955,2508.0,storm.cs.nott.ac.uk,10.148.136.74,26.95861530303955,15.0,"290_amsgrad=False,batch_size=64,bias=False,dim=16,eps=0.0000,lr0=0.0010,n_conv=1",64.0,1500.0,MSELoss(),0.001,0.0,0.5,1e-08,"(0.9, 0.999)",1e-08,0.0,False,16.0,False,1.0
182dc_00291,46.44128048991327,15.0,0.5315992832183838,True,15.0,2023-06-29_07-06-25,1688018785.0,26.641997575759888,2967.0,storm.cs.nott.ac.uk,10.148.136.74,26.641997575759888,15.0,"291_amsgrad=False,batch_size=64,bias=True,dim=32,eps=0.0000,lr0=0.0010,n_conv=1",64.0,1500.0,MSELoss(),0.001,0.0,0.5,1e-08,"(0.9, 0.999)",1e-08,0.0,False,32.0,True,1.0
182dc_00292,45.66279447299388,15.0,0.5616495609283447,True,15.0,2023-06-29_07-06-58,1688018818.0,26.7189838886261,3390.0,storm.cs.nott.ac.uk,10.148.136.74,26.7189838886261,15.0,"292_amsgrad=False,batch_size=64,bias=False,dim=64,eps=0.0000,lr0=0.0010,n_conv=1",64.0,1500.0,MSELoss(),0.001,0.0,0.5,1e-08,"(0.9, 0.999)",1e-08,0.0,False,64.0,False,1.0
182dc_00293,38.79243901275639,15.0,0.7323174476623535,True,15.0,2023-06-29_07-07-32,1688018852.0,28.95598340034485,3809.0,storm.cs.nott.ac.uk,10.148.136.74,28.95598340034485,15.0,"293_amsgrad=False,batch_size=16,bias=False,dim=128,eps=0.0000,lr0=0.0010,n_conv=1",16.0,1500.0,MSELoss(),0.001,0.0,0.5,1e-08,"(0.9, 0.999)",1e-08,0.0,False,128.0,False,1.0
182dc_00294,39.42273411567389,15.0,0.5219862461090088,True,15.0,2023-06-29_07-08-06,1688018886.0,26.55432415008545,4264.0,storm.cs.nott.ac.uk,10.148.136.74,26.55432415008545,15.0,"294_amsgrad=False,batch_size=64,bias=False,dim=256,eps=0.0000,lr0=0.0010,n_conv=1",64.0,1500.0,MSELoss(),0.001,0.0,0.5,1e-08,"(0.9, 0.999)",1e-08,0.0,False,256.0,False,1.0
182dc_00295,46.33025387977153,15.0,0.5131466388702393,True,15.0,2023-06-29_07-08-38,1688018918.0,26.368057250976562,4673.0,storm.cs.nott.ac.uk,10.148.136.74,26.368057250976562,15.0,"295_amsgrad=False,batch_size=64,bias=False,dim=16,eps=0.0000,lr0=0.0010,n_conv=1",64.0,1500.0,MSELoss(),0.001,0.0,0.5,1e-08,"(0.9, 0.999)",1e-09,0.0,False,16.0,False,1.0
182dc_00296,45.123995159357925,15.0,0.573096513748169,True,15.0,2023-06-29_07-09-11,1688018951.0,27.275131702423096,5091.0,storm.cs.nott.ac.uk,10.148.136.74,27.275131702423096,15.0,"296_amsgrad=False,batch_size=32,bias=True,dim=32,eps=0.0000,lr0=0.0010,n_conv=1",32.0,1500.0,MSELoss(),0.001,0.0,0.5,1e-08,"(0.9, 0.999)",1e-09,0.0,False,32.0,True,1.0
182dc_00297,39.185183657025625,15.0,0.7106025218963623,True,15.0,2023-06-29_07-09-47,1688018987.0,29.271331787109375,5524.0,storm.cs.nott.ac.uk,10.148.136.74,29.271331787109375,15.0,"297_amsgrad=False,batch_size=16,bias=True,dim=64,eps=0.0000,lr0=0.0010,n_conv=1",16.0,1500.0,MSELoss(),0.001,0.0,0.5,1e-08,"(0.9, 0.999)",1e-09,0.0,False,64.0,True,1.0
182dc_00298,38.86724727573511,15.0,0.5753757953643799,True,15.0,2023-06-29_07-10-20,1688019020.0,27.06964373588562,5965.0,storm.cs.nott.ac.uk,10.148.136.74,27.06964373588562,15.0,"298_amsgrad=False,batch_size=32,bias=True,dim=128,eps=0.0000,lr0=0.0010,n_conv=1",32.0,1500.0,MSELoss(),0.001,0.0,0.5,1e-08,"(0.9, 0.999)",1e-09,0.0,False,128.0,True,1.0
182dc_00299,39.07117045983747,15.0,0.603583574295044,True,15.0,2023-06-29_07-10-53,1688019053.0,27.750258445739746,6391.0,storm.cs.nott.ac.uk,10.148.136.74,27.750258445739746,15.0,"299_amsgrad=False,batch_size=32,bias=False,dim=256,eps=0.0000,lr0=0.0010,n_conv=1",32.0,1500.0,MSELoss(),0.001,0.0,0.5,1e-08,"(0.9, 0.999)",1e-09,0.0,False,256.0,False,1.0
182dc_00300,36.127747380491485,60.0,0.727412223815918,True,60.0,2023-06-29_07-12-04,1688019124.0,63.79638075828552,6830.0,storm.cs.nott.ac.uk,10.148.136.74,63.79638075828552,60.0,"300_amsgrad=False,batch_size=16,bias=False,dim=16,eps=0.0000,lr0=0.1000,n_conv=2",16.0,1500.0,MSELoss(),0.1,0.0,0.5,1e-08,"(0.9, 0.999)",1e-08,0.0,False,16.0,False,2.0
182dc_00301,40.25121330062257,15.0,0.5151162147521973,True,15.0,2023-06-29_07-12-38,1688019158.0,26.583486080169678,7611.0,storm.cs.nott.ac.uk,10.148.136.74,26.583486080169678,15.0,"301_amsgrad=False,batch_size=64,bias=True,dim=32,eps=0.0000,lr0=0.1000,n_conv=2",64.0,1500.0,MSELoss(),0.1,0.0,0.5,1e-08,"(0.9, 0.999)",1e-08,0.0,False,32.0,True,2.0
182dc_00302,43.05647858364906,60.0,0.5505297183990479,True,60.0,2023-06-29_07-13-36,1688019216.0,52.007848501205444,8060.0,storm.cs.nott.ac.uk,10.148.136.74,52.007848501205444,60.0,"302_amsgrad=False,batch_size=64,bias=False,dim=64,eps=0.0000,lr0=0.1000,n_conv=2",64.0,1500.0,MSELoss(),0.1,0.0,0.5,1e-08,"(0.9, 0.999)",1e-08,0.0,False,64.0,False,2.0
182dc_00303,46.89279142284455,15.0,0.7450366020202637,True,15.0,2023-06-29_07-14-12,1688019252.0,30.003838777542114,8763.0,storm.cs.nott.ac.uk,10.148.136.74,30.003838777542114,15.0,"303_amsgrad=False,batch_size=16,bias=True,dim=128,eps=0.0000,lr0=0.1000,n_conv=2",16.0,1500.0,MSELoss(),0.1,0.0,0.5,1e-08,"(0.9, 0.999)",1e-08,0.0,False,128.0,True,2.0
182dc_00304,1091.8274967267932,60.0,0.749610185623169,True,60.0,2023-06-29_07-15-21,1688019321.0,63.80857062339783,9215.0,storm.cs.nott.ac.uk,10.148.136.74,63.80857062339783,60.0,"304_amsgrad=False,batch_size=16,bias=False,dim=256,eps=0.0000,lr0=0.1000,n_conv=2",16.0,1500.0,MSELoss(),0.1,0.0,0.5,1e-08,"(0.9, 0.999)",1e-08,0.0,False,256.0,False,2.0
182dc_00305,,,,,,2023-06-29_07-15-28,1688019328.0,,9988.0,storm.cs.nott.ac.uk,10.148.136.74,,,,16.0,1500.0,MSELoss(),0.1,0.0,0.5,1e-08,"(0.9, 0.999)",1e-09,0.0,False,16.0,False,2.0
182dc_00306,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182dc_00307,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182dc_00308,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182dc_00309,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182dc_00310,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182dc_00311,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182dc_00312,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182dc_00313,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182dc_00314,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182dc_00315,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182dc_00316,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182dc_00317,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182dc_00318,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182dc_00319,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182dc_00320,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182dc_00321,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182dc_00322,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182dc_00323,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182dc_00324,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182dc_00325,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182dc_00326,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182dc_00327,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182dc_00328,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182dc_00329,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182dc_00330,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182dc_00331,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182dc_00332,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182dc_00333,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182dc_00334,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182dc_00335,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182dc_00336,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182dc_00337,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182dc_00338,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182dc_00339,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182dc_00340,,,,,,,,,,,,,,,,,,,,,,,,,,,,
