Epoch,Train_RMSE_%,Val_RMSE_%,Test_RMSE_%
5,37.17616173999557,31.785909316119024,40.59160403928895
10,28.635364852099254,23.844879262587604,32.577538144761235
15,23.84601731986513,20.103150984820196,30.879057676895805
20,19.701920024684217,16.922301909502814,26.612383635147758
25,17.58141444506758,14.225415566388298,25.641430979189664
30,19.646076490753117,15.107168758616728,22.85430145263672
35,17.083527333966586,14.206882813397575,22.14653357906618
40,19.003721742682117,16.35593874314252,25.171916685242582
45,15.820399413777613,12.872658841750201,17.44221662438434
50,15.150326004445228,13.825502059038948,19.926616530487504
55,15.469760182559599,15.160897198845358,17.059603317924168
60,13.989576047886915,15.597606883329505,15.267199599224588
65,14.630022446748772,14.802736282348633,20.490050080893695
70,13.91616590253208,14.593256557688994,14.166297636170318
75,13.557498448967717,14.257354624131146,18.235979826554008
80,12.483981078656862,12.603369937223547,14.213533753934113
85,13.05903883015089,12.971015481387868,21.20470950914466
90,11.702658257197813,13.338757178362679,12.217870608620021
95,12.146544902919636,11.569514386794147,18.83379792476046
100,13.370763272318467,13.82886291952694,17.494252882141996
105,13.879857065030569,15.082693324369544,13.267564082491225
110,12.01295494642414,13.775358200073242,15.045994330143582
115,10.498761472371974,14.4726520987118,14.78052230503248
120,11.591070666773506,12.395912394804114,12.222643893697988
125,11.32350414741669,12.962531033684225,14.871613032575967
130,10.0145820589882,11.189788145177504,14.544028821198836
135,9.211441632394148,10.76756269791547,11.411259595898615
140,10.629501322796653,7.363668946658864,15.818419995515242
145,11.797717090078608,15.935768127441406,16.330679216246676
150,9.710026205128877,12.841395995196175,13.529521707175434
155,9.095533773981591,8.181563265183392,18.833203357198965
160,8.350292205810547,11.264978016124052,8.290313720703125
165,10.630490532338294,16.392742156982422,10.760831473530203
170,11.309038566109912,16.557189717012292,9.224440429521644
175,8.223860336783154,8.818523294785443,9.519768141318059
