Epoch,Train_RMSE_%,Val_RMSE_%,Test_RMSE_%
5,37.94907443076101,31.334287755629596,36.591539355291836
10,31.692476970901907,28.350551156436694,31.809229422306668
15,21.01332221873688,17.338370042688705,26.640626492707625
20,18.871808623572733,16.275900335872876,26.739190143087637
25,17.469024812806065,16.14444283878102,26.560518596483313
30,15.553686239246028,18.188970790189856,26.573965349059176
35,13.283627946085835,17.610608605777514,25.265791934469473
40,13.439485080906602,18.621519313139075,25.094788952150207
45,15.103929154859866,18.254089692059686,26.051820036293805
50,12.977747644448758,16.518995733822095,24.542021240013234
55,13.04241703464251,16.68757225485409,24.271861228390016
60,12.490540228254808,16.347614737117993,24.451537671296492
